HITID	URL	image1	address	LISTING_ID	Worker	Answer	Date
3I4E7AFQ2KZOLS6RMHU9VTCXILQTJU	http://www.movoto.com/sunnyvale-ca/880-e-fremont-ave-730-sunnyvale-ca-94087-100_81400218/	http://100.mlsimages.movoto.com/018/81400218_0.jpg	880 E Fremont Ave #730	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 03:37:32 UTC 2014
34F34TZU7WZU1TCE32ADU637I8D2JB	http://www.movoto.com/sunnyvale-ca/1276-poplar-ave-sunnyvale-ca-94086-100_81420483/	http://100.mlsimages.movoto.com/083/81420483_0.jpg	1276 Poplar Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:37:57 UTC 2014
3M7OI89LVYOVBGP9GC5UXF7O8T76CJ	http://www.movoto.com/sunnyvale-ca/1214-crescent-ter-sunnyvale-ca-94087-100_81426495/	http://100.mlsimages.movoto.com/095/81426495_0.jpg	1214 Crescent TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:39:20 UTC 2014
3YZ7A3YHR5TFZTER8FLPKEX6Y1I5SW	http://www.movoto.com/sunnyvale-ca/1167-plum-ave-sunnyvale-ca-94087-100_81411514/	http://100.mlsimages.movoto.com/014/81411514_0.jpg	1167 Plum Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:39:24 UTC 2014
36D1BWBEHN1K21IZ6ZN5AYVOM282MF	http://www.movoto.com/sunnyvale-ca/823-shetland-pl-sunnyvale-ca-94087-100_81413442/	http://100.mlsimages.movoto.com/042/81413442_0.jpg	823 Shetland Pl	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:38:16 UTC 2014
39AYGO6AFFKE2KM052E8DQ107XL6N1	http://www.movoto.com/sunnyvale-ca/1056-fulton-ave-sunnyvale-ca-94089-100_81420898/	http://100.mlsimages.movoto.com/098/81420898_0.jpg	1056 Fulton Ave	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 03:38:11 UTC 2014
3VGZ74AYTGGX89EFSPEG96KD279CGQ	http://www.movoto.com/sunnyvale-ca/640-san-diego-ave-sunnyvale-ca-94085-100_81413104/	http://100.mlsimages.movoto.com/004/81413104_0.jpg	640 San Diego Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:38:29 UTC 2014
3XU9MCX6VOCBZHVRB7JMWXPYSP72R3	http://www.movoto.com/sunnyvale-ca/992-belmont-ter-5-sunnyvale-ca-94086-100_81411568/	http://100.mlsimages.movoto.com/068/81411568_0.jpg	992 Belmont TER #5	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:38:13 UTC 2014
3MGHRFQY2LPD084ZAF72L5PGYE30YK	http://www.movoto.com/sunnyvale-ca/793-ponderosa-ave-sunnyvale-ca-94086-100_81415534/	http://100.mlsimages.movoto.com/034/81415534_0.jpg	793 Ponderosa Ave	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:39:25 UTC 2014
3XBXDSS888J1XZ3BUC7J0BAVZ6JXLJ	http://www.movoto.com/sunnyvale-ca/860-lori-ave-sunnyvale-ca-94086-100_81411150/	http://100.mlsimages.movoto.com/050/81411150_0.jpg	860 Lori Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:40:02 UTC 2014
3NSCTNUR2ZNBZXSXRFZYZE30CVAA54	http://www.movoto.com/sunnyvale-ca/420-s-bayview-ave-sunnyvale-ca-94086-100_81408646/	http://100.mlsimages.movoto.com/046/81408646_0.jpg	420 S Bayview Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:02 UTC 2014
3V8JSVE8YYQCRYJTIM6H6URKSFCEYJ	http://www.movoto.com/sunnyvale-ca/1375-sandia-ave-sunnyvale-ca-94089-100_81341629/	http://100.mlsimages.movoto.com/029/81341629_0.jpg	1375 Sandia Ave	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:39:39 UTC 2014
3EQVJH0T40LSUMB1YHROJGWI5TMHTD	http://www.movoto.com/sunnyvale-ca/1091-reed-ave-c-sunnyvale-ca-94086-100_81414908/	http://100.mlsimages.movoto.com/008/81414908_0.jpg	1091 Reed Ave #c	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:31 UTC 2014
34XASH8KLQMGU8J58XYH6B3HXC0MPM	http://www.movoto.com/cupertino-ca/11709-olive-spring-ct-cupertino-ca-95014-100_81342877/	http://100.mlsimages.movoto.com/077/81342877_0.jpg	11709 Olive Spring Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:42:23 UTC 2014
3H1C3QRA01JZOVIOMUOS93Z1PRUCE9	http://www.movoto.com/sunnyvale-ca/224-e-red-oak-dr-j-sunnyvale-ca-94086-100_81404820/	http://100.mlsimages.movoto.com/020/81404820_0.jpg	224 E Red Oak Dr #j	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:39:52 UTC 2014
388CL5C1RJN4B93WP8PXXPM1BG0HLA	http://www.movoto.com/cupertino-ca/21608-flintshire-st-cupertino-ca-95014-100_81342158/	http://100.mlsimages.movoto.com/058/81342158_0.jpg	21608 Flintshire St	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:24 UTC 2014
3CRWSLD91K4Y9874TXL2HBYRN74MO5	http://www.movoto.com/sunnyvale-ca/811-the-dalles-ave-sunnyvale-ca-94087-100_81420665/	http://100.mlsimages.movoto.com/065/81420665_0.jpg	811 The Dalles Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:17 UTC 2014
31GN6YMHLPS9CCTB4G8YAEAJIYKWS2	http://www.movoto.com/sunnyvale-ca/630-san-patricio-ave-sunnyvale-ca-94085-100_81418528/	http://100.mlsimages.movoto.com/028/81418528_0.jpg	630 San Patricio Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:39:56 UTC 2014
3CVDZS288H043VUBUU2CUHPDV6EMFK	http://www.movoto.com/sunnyvale-ca/610-antioch-ter-sunnyvale-ca-94085-12_40660284/	http://12.mlsimages.movoto.com/084/40660284_0.jpg	610 Antioch TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:40:44 UTC 2014
3NRZ1LDP7W6GTFIONMOBEDZQCGIPZ6	http://www.movoto.com/sunnyvale-ca/1580-warbler-ave-sunnyvale-ca-94087-100_81429385/	http://100.mlsimages.movoto.com/085/81429385_0.jpg	1580 Warbler Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:35 UTC 2014
3A9LA2FRWSEZB3KL3RSL8JHOIPAHXW	http://www.movoto.com/sunnyvale-ca/1075-bryant-way-sunnyvale-ca-94087-100_81420673/	http://100.mlsimages.movoto.com/073/81420673_0.jpg	1075 Bryant Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:13 UTC 2014
302OLP89DZ7WYI1C6PM6DK9A4CWCAE	http://www.movoto.com/sunnyvale-ca/880-e-fremont-ave-407-sunnyvale-ca-94087-100_81409961/	http://100.mlsimages.movoto.com/061/81409961_0.jpg	880 E Fremont Ave #407	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:41:42 UTC 2014
35A1YQPVFEGQ5FBV33RBGCRJP3FI5G	http://www.movoto.com/cupertino-ca/22256-s-de-anza-cir-cupertino-ca-95014-100_81403581/	http://100.mlsimages.movoto.com/081/81403581_0.jpg	22256 S De Anza Cir	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:40:14 UTC 2014
3909MD9T2ZH6R72YDWETH9K4M4MFEN	http://www.movoto.com/sunnyvale-ca/1443-prince-edward-way-sunnyvale-ca-94087-100_81420657/	http://100.mlsimages.movoto.com/057/81420657_0.jpg	1443 Prince Edward Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:40:37 UTC 2014
3RWB1RTQDJN19JH1EWOY1T2MD7C8PL	http://www.movoto.com/sunnyvale-ca/547-bryan-ave-sunnyvale-ca-94086-100_81419227/	http://100.mlsimages.movoto.com/027/81419227_0.jpg	547 Bryan Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:42:31 UTC 2014
378G7J1SJLY82TOT3LOTLX64H7DEWL	http://www.movoto.com/sunnyvale-ca/573-gresham-ave-sunnyvale-ca-94085-100_81342146/	http://100.mlsimages.movoto.com/046/81342146_0.jpg	573 Gresham Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:42:54 UTC 2014
32K26U12DNOQVYAOHG8DTD55AM9VDY	http://www.movoto.com/cupertino-ca/10450-oakville-ave-cupertino-ca-95014-100_81421844/	http://100.mlsimages.movoto.com/044/81421844_0.jpg	10450 Oakville Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:42:48 UTC 2014
3MJ9GGZYO36J009A9WX0170OSLJA23	http://www.movoto.com/sunnyvale-ca/469-vine-ave-sunnyvale-ca-94086-100_81424389/	http://100.mlsimages.movoto.com/089/81424389_0.jpg	469 Vine Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:42:45 UTC 2014
34XASH8KLQMGU8J58XYH6B3HXC0PMP	http://www.movoto.com/sunnyvale-ca/962-bridgewood-way-sunnyvale-ca-94089-100_81426779/	http://100.mlsimages.movoto.com/079/81426779_0.jpg	962 Bridgewood Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:18 UTC 2014
3PR3LXCWSFZ6WX225F4TV2J0ZC29XY	http://www.movoto.com/sunnyvale-ca/841-muender-ave-sunnyvale-ca-94086-100_81418572/	http://100.mlsimages.movoto.com/072/81418572_0.jpg	841 Muender Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:08 UTC 2014
3OYHVNTV5TY3JK718L8M2Y6NY29KOY	http://www.movoto.com/cupertino-ca/10123-judy-ave-cupertino-ca-95014-100_81426864/	http://100.mlsimages.movoto.com/064/81426864_0.jpg	10123 Judy Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:34 UTC 2014
35ZRNT9RUIYXNMZUNFGNLCPLNGO3O7	http://www.movoto.com/sunnyvale-ca/255-honeylocust-ter-sunnyvale-ca-94086-100_81410573/	http://100.mlsimages.movoto.com/073/81410573_0.jpg	255 Honeylocust TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:22 UTC 2014
3DTJ4WT8BDFCWOTYE880K10MY9HEZB	http://www.movoto.com/cupertino-ca/10230-danube-dr-cupertino-ca-95014-100_81325477/	http://100.mlsimages.movoto.com/077/81325477_0.jpg	10230 Danube Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:43 UTC 2014
3N2YPY1GI6YVN4OODBJXZVNQAYBEVB	http://www.movoto.com/sunnyvale-ca/977-asilomar-ter-5-sunnyvale-ca-94086-100_81425411/	http://100.mlsimages.movoto.com/011/81425411_0.jpg	977 Asilomar TER #5	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:44:31 UTC 2014
3EFNPKWBMSOCK57BLUECVBT3PD830H	http://www.movoto.com/sunnyvale-ca/530-la-conner-dr-38-sunnyvale-ca-94087-100_81416638/	http://100.mlsimages.movoto.com/038/81416638_0.jpg	530 La Conner Dr #38	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:43:54 UTC 2014
33K3E8REWWV6ISJS0NYFV6OPF6JX8W	http://www.movoto.com/sunnyvale-ca/322-beemer-ave-sunnyvale-ca-94086-100_81406098/	http://100.mlsimages.movoto.com/098/81406098_0.jpg	322 Beemer Ave	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:44:04 UTC 2014
3W0XM68YZPVINS002JABQ2TF5R0K1C	http://www.movoto.com/sunnyvale-ca/978-bellomo-ave-b-sunnyvale-ca-94086-100_81341352/	http://100.mlsimages.movoto.com/052/81341352_0.jpg	978 Bellomo Ave #b	sunnyvale	A2WNW8A4MOR7T7	2 Star	Fri Nov 14 03:44:40 UTC 2014
38VTL6WC4ADCVFQ07LDE20L7FME5YA	http://www.movoto.com/sunnyvale-ca/1166-charmwood-ct-sunnyvale-ca-94089-100_81332080/	http://100.mlsimages.movoto.com/080/81332080_0.jpg	1166 Charmwood Ct	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:44:02 UTC 2014
3B623HUYJ4QYMBXT6DSSWY7X0RJ8S1	http://www.movoto.com/cupertino-ca/22025-mcclellan-rd-cupertino-ca-95014-100_81413611/	http://100.mlsimages.movoto.com/011/81413611_0.jpg	22025 Mcclellan Rd	cupertino	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:44:17 UTC 2014
3PN6H8C9R4Q63A7Q6LHHXQRSPC8DAF	http://www.movoto.com/cupertino-ca/1036-w-hill-ct-cupertino-ca-95014-100_81342318/	http://100.mlsimages.movoto.com/018/81342318_0.jpg	1036 W Hill Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:44:22 UTC 2014
38EHZ67RIMSAHVQ65E8UC2PPWLEMGJ	http://www.movoto.com/sunnyvale-ca/674-morse-ave-a-sunnyvale-ca-94085-100_81402674/	http://100.mlsimages.movoto.com/074/81402674_0.jpg	674 Morse Ave #a	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:44:26 UTC 2014
3HJ1EVZS2OJ0KZRAF7XRF7UQY383RG	http://www.movoto.com/sunnyvale-ca/1119-lund-ter-sunnyvale-ca-94089-12_40668379/	http://12.mlsimages.movoto.com/079/40668379_0.jpg	1119 Lund TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:44:06 UTC 2014
3EQPA8A374WK74FQS9JRHHDE3HBZJF	http://www.movoto.com/sunnyvale-ca/1073-fulton-ave-sunnyvale-ca-94089-100_81424356/	http://100.mlsimages.movoto.com/056/81424356_0.jpg	1073 Fulton Ave	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:45:05 UTC 2014
3SBX2M1TKDNLQUVE26DAKMCRGH14Q0	http://www.movoto.com/sunnyvale-ca/224-eureka-ct-sunnyvale-ca-94085-100_81426756/	http://100.mlsimages.movoto.com/056/81426756_0.jpg	224 Eureka Ct	sunnyvale	A2WNW8A4MOR7T7	1 Star - Bottom 20%	Fri Nov 14 03:49:04 UTC 2014
3VO4XFFP15MI9HDX44BHNYW17JR7QN	http://www.movoto.com/cupertino-ca/10711-gascoigne-dr-cupertino-ca-95014-100_81412803/	http://100.mlsimages.movoto.com/003/81412803_0.jpg	10711 Gascoigne Dr	cupertino	A2WNW8A4MOR7T7	2 Star	Fri Nov 14 03:56:28 UTC 2014
38DCH97KHH2BTCEZ5D0EQO1AYESJQ7	http://www.movoto.com/cupertino-ca/21865-lomita-ave-cupertino-ca-95014-100_81434080/	http://100.mlsimages.movoto.com/080/81434080_0.jpg	21865 Lomita Ave	cupertino	A2WNW8A4MOR7T7	2 Star	Fri Nov 14 04:03:23 UTC 2014
3UV0D2KX1MJOZ555OQ2G8N8D9FS4F6	http://www.movoto.com/sunnyvale-ca/1221-manzano-way-sunnyvale-ca-94089-100_81420198/	http://100.mlsimages.movoto.com/098/81420198_0.jpg	1221 Manzano Way	sunnyvale	A10DBWQ3JAUL4J	2 Star	Fri Nov 14 04:24:08 UTC 2014
39O6Z4JLX2X4T4F58G9PNK8XQ4LVX0	http://www.movoto.com/sunnyvale-ca/1073-e-duane-ave-126-sunnyvale-ca-94085-100_81400633/	http://100.mlsimages.movoto.com/033/81400633_0.jpg	1073 E Duane Ave #126	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:52 UTC 2014
3IJ95K7NDXCGZDB6HFNUPHEP1BNNGJ	http://www.movoto.com/cupertino-ca/10888-sycamore-ct-cupertino-ca-95014-100_81405026/	http://100.mlsimages.movoto.com/026/81405026_0.jpg	10888 Sycamore Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:21 UTC 2014
3N7PQ0KLI5PBBVM5T1DRG0V7JEIE3E	http://www.movoto.com/cupertino-ca/10630-e-estates-dr-cupertino-ca-95014-100_81428846/	http://100.mlsimages.movoto.com/046/81428846_0.jpg	10630 E Estates Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:46 UTC 2014
3UL5XDRDNCJXG9ZIUHFK3NX5M7A58V	http://www.movoto.com/sunnyvale-ca/654-oneida-dr-sunnyvale-ca-94087-100_81416655/	http://100.mlsimages.movoto.com/055/81416655_0.jpg	654 Oneida Dr	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:44:54 UTC 2014
3UYRNV2KITZ16Y5OYHB6X4XRDSB8NP	http://www.movoto.com/cupertino-ca/10935-dryden-ave-cupertino-ca-95014-100_81404259/	http://100.mlsimages.movoto.com/059/81404259_0.jpg	10935 Dryden Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:04 UTC 2014
3P6ENY9P79W2L8VQ45SK59U9UC7HIX	http://www.movoto.com/cupertino-ca/10835-northview-sq-cupertino-ca-95014-100_81414478/	http://100.mlsimages.movoto.com/078/81414478_0.jpg	10835 Northview Sq	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:58 UTC 2014
33J5JKFMK6Y08YCA2S8RAHKL2H5Q31	http://www.movoto.com/sunnyvale-ca/669-montara-ter-sunnyvale-ca-94085-100_81412602/	http://100.mlsimages.movoto.com/002/81412602_0.jpg	669 Montara TER	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:45:15 UTC 2014
302OLP89DZ7WYI1C6PM6DK9A4CWACC	http://www.movoto.com/sunnyvale-ca/580-de-guigne-dr-sunnyvale-ca-94085-100_81422770/	http://100.mlsimages.movoto.com/070/81422770_0.jpg	580 De Guigne Dr	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:27 UTC 2014
3FTID4TN8LYQX4TLZ8TLJPH41CDYLQ	http://www.movoto.com/cupertino-ca/10021-carmona-ct-cupertino-ca-95014-100_81412413/	http://100.mlsimages.movoto.com/013/81412413_0.jpg	10021 Carmona Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:33 UTC 2014
3H5TOKO3D9JSGCCUNXZCEHV0GGQ464	http://www.movoto.com/sunnyvale-ca/422-crescent-ave-16-sunnyvale-ca-94087-100_81416692/	http://100.mlsimages.movoto.com/092/81416692_0.jpg	422 Crescent Ave #16	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:41 UTC 2014
3O4VWC1GEW6JMB8X72OIDG8ZOME3JO	http://www.movoto.com/sunnyvale-ca/582-arran-ct-sunnyvale-ca-94087-100_81402761/	http://100.mlsimages.movoto.com/061/81402761_0.jpg	582 Arran Ct	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:45:12 UTC 2014
3MIVREZQVHY64WKHNY0QR31ND3RQKC	http://www.movoto.com/sunnyvale-ca/709-w-fremont-ave-1-sunnyvale-ca-94087-100_81338130/	http://100.mlsimages.movoto.com/030/81338130_0.jpg	709 W Fremont Ave #1	sunnyvale	AWRAXV1RIYR0M	3 Star - Avg.	Fri Nov 14 03:46:49 UTC 2014
36JW4WBR06KIBHT03XMZ2CHHEKFHF6	http://www.movoto.com/sunnyvale-ca/955-bryant-way-sunnyvale-ca-94087-100_81408033/	http://100.mlsimages.movoto.com/033/81408033_0.jpg	955 Bryant Way	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 03:47:33 UTC 2014
38F60IALAGHHJM5509K3DOX1JCL0TV	http://www.movoto.com/sunnyvale-ca/684-s-garland-ter-sunnyvale-ca-94086-100_81401983/	http://100.mlsimages.movoto.com/083/81401983_0.jpg	684 S Garland TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:56 UTC 2014
379OL9DBSSEVW2SCABQVEGQ91IWY9T	http://www.movoto.com/cupertino-ca/22362-regnart-rd-cupertino-ca-95014-100_81311466/	http://100.mlsimages.movoto.com/066/81311466_0.jpg	22362 Regnart Rd	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:06 UTC 2014
306996CF6WKHUPW6W6XIRZAPIXR1B9	http://www.movoto.com/sunnyvale-ca/125-connemara-way-150-sunnyvale-ca-94087-100_81433896/	http://100.mlsimages.movoto.com/096/81433896_0.jpg	125 Connemara Way #150	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:14 UTC 2014
3S37Y8CWI80QARR0EFCGCBUD4IIW4W	http://www.movoto.com/sunnyvale-ca/1000-chula-vista-ter-sunnyvale-ca-94086-100_81408688/	http://100.mlsimages.movoto.com/088/81408688_0.jpg	1000 Chula Vista TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:02 UTC 2014
3S37Y8CWI80QARR0EFCGCBUD4II4W4	http://www.movoto.com/sunnyvale-ca/206-peppermint-tree-ter-3-sunnyvale-ca-94086-100_81426503/	http://100.mlsimages.movoto.com/003/81426503_0.jpg	206 Peppermint Tree TER #3	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:48:29 UTC 2014
3087LXLJ6MG70HN45PFEWKI0S3CF01	http://www.movoto.com/sunnyvale-ca/713-santa-ynez-st-sunnyvale-ca-94085-100_81414811/	http://100.mlsimages.movoto.com/011/81414811_0.jpg	713 Santa Ynez St	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:26 UTC 2014
3URJ6VVYUPNI5IIYNTL6VHHR1GJ4OS	http://www.movoto.com/sunnyvale-ca/1186-fairwood-ave-sunnyvale-ca-94089-100_81419845/	http://100.mlsimages.movoto.com/045/81419845_0.jpg	1186 Fairwood Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:19 UTC 2014
3TKXBROM5TAYCEQGS5V5HMAO74AIJ2	http://www.movoto.com/sunnyvale-ca/318-america-ave-sunnyvale-ca-94085-100_81416988/	http://100.mlsimages.movoto.com/088/81416988_0.jpg	318 America Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:22 UTC 2014
3YO4AH2FPDK4R6DDJ5Q88JMEZ5LQ06	http://www.movoto.com/sunnyvale-ca/1124-susan-way-sunnyvale-ca-94087-100_81434741/	http://100.mlsimages.movoto.com/041/81434741_0.jpg	1124 Susan Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:38 UTC 2014
36FQTHX3Z3RD4SALJAB1FSPMGH4B3A	http://www.movoto.com/sunnyvale-ca/1204-blackberry-ter-sunnyvale-ca-94087-100_81434615/	http://100.mlsimages.movoto.com/015/81434615_0.jpg	1204 Blackberry TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:11 UTC 2014
3P888QFVX3UPUN5WLQSJYKIWX81QOW	http://www.movoto.com/cupertino-ca/11003-northsky-sq-cupertino-ca-95014-100_81419612/	http://100.mlsimages.movoto.com/012/81419612_0.jpg	11003 Northsky Sq	cupertino	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:48:12 UTC 2014
3S8A4GJRD33RAPV97T0ZN7VDT0MV66	http://www.movoto.com/cupertino-ca/7496-tiptoe-ln-cupertino-ca-95014-100_81418399/	http://100.mlsimages.movoto.com/099/81418399_0.jpg	7496 Tiptoe Ln	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:48:07 UTC 2014
3ZURAPD288N7768M18JEAP1AXVJ1FR	http://www.movoto.com/cupertino-ca/19503-stevens-creek-blvd-328-cupertino-ca-95014-100_81411508/	http://100.mlsimages.movoto.com/008/81411508_0.jpg	19503 Stevens Creek BLVD #328	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:48:14 UTC 2014
3909MD9T2ZH6R72YDWETH9K4M4NEFN	http://www.movoto.com/cupertino-ca/21535-addington-ct-cupertino-ca-95014-100_81408588/	http://100.mlsimages.movoto.com/088/81408588_0.jpg	21535 Addington Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:19 UTC 2014
3UZUVSO3P7VCXHUFZJI6CZ4DJ5ZEMU	http://www.movoto.com/cupertino-ca/22149-rae-ln-cupertino-ca-95014-100_81401229/	http://100.mlsimages.movoto.com/029/81401229_0.jpg	22149 Rae Ln	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:22 UTC 2014
309D674SHZL1HS64C3M28VTGMUICBA	http://www.movoto.com/sunnyvale-ca/1013-chula-vista-ter-sunnyvale-ca-94086-100_81420315/	http://100.mlsimages.movoto.com/015/81420315_0.jpg	1013 Chula Vista TER	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 03:48:18 UTC 2014
385MDVINFCFGD9ALHMZKIDJWMF9JWB	http://www.movoto.com/sunnyvale-ca/615-arcadia-ter-101-sunnyvale-ca-94085-100_81434773/	http://100.mlsimages.movoto.com/073/81434773_0.jpg	615 Arcadia TER #101	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:46:30 UTC 2014
3UZUVSO3P7VCXHUFZJI6CZ4DJ5ZME2	http://www.movoto.com/cupertino-ca/10745-n-de-anza-blvd-210-cupertino-ca-95014-100_81428352/	http://100.mlsimages.movoto.com/052/81428352_0.jpg	10745 N De Anza BLVD #210	cupertino	A2WNW8A4MOR7T7	3 Star - Avg.	Fri Nov 14 03:47:23 UTC 2014
38VTL6WC4ADCVFQ07LDE20L7FMDY52	http://www.movoto.com/cupertino-ca/10170-peninsula-ave-cupertino-ca-95014-100_81404856/	http://100.mlsimages.movoto.com/056/81404856_0.jpg	10170 Peninsula Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:10 UTC 2014
3WJGKMRWVI9UWP4OQZD83LHGPFUCDH	http://www.movoto.com/cupertino-ca/19999-stevens-creek-blvd-207-cupertino-ca-95014-100_81434173/	http://100.mlsimages.movoto.com/073/81434173_0.jpg	19999 Stevens Creek BLVD #207	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:47:26 UTC 2014
3OLZC0DJ8JF739QA9U9OKALI2RHVI0	http://www.movoto.com/cupertino-ca/21906-hyannisport-dr-cupertino-ca-95014-100_81424387/	http://100.mlsimages.movoto.com/087/81424387_0.jpg	21906 Hyannisport Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:48:25 UTC 2014
3MVY4USGB6NRBH96FZ4J9N1B3NNISI	http://www.movoto.com/sunnyvale-ca/250-santa-fe-ter-319-sunnyvale-ca-94085-100_81411955/	http://100.mlsimages.movoto.com/055/81411955_0.jpg	250 Santa Fe TER #319	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 03:48:36 UTC 2014
