HITID	URL	image1	address	LISTING_ID	Worker	Answer	Date
3M0556243SKALDFB6VHC7WED0WNNFK	http://www.movoto.com/sunnyvale-ca/549-rockport-dr-sunnyvale-ca-94087-100_81412248/	http://100.mlsimages.movoto.com/048/81412248_0.jpg	549 Rockport Dr	sunnyvale	A3MCS8WQWZ34RN	3 Star - Avg.	Thu Nov 13 22:38:01 UTC 2014
3ODOP6T3ASK4YBTT0VN9O4EO0BN24K	http://www.movoto.com/sunnyvale-ca/1355-torrance-ave-sunnyvale-ca-94089-100_81412755/	http://100.mlsimages.movoto.com/055/81412755_0.jpg	1355 Torrance Ave	sunnyvale	A9JHTV37LSE5F	3 Star - Avg.	Thu Nov 13 22:39:05 UTC 2014
3HFWPF5AK9JCLERNUWXW5HZMK5QS3S	http://www.movoto.com/sunnyvale-ca/846-tamarack-ln-sunnyvale-ca-94086-100_81415367/	http://100.mlsimages.movoto.com/067/81415367_0.jpg	846 Tamarack Ln	sunnyvale	A2WNW8A4MOR7T7	3 Star - Avg.	Thu Nov 13 22:39:51 UTC 2014
3NOEP8XAU42ROKI9M40QHSJF4GKXPH	http://www.movoto.com/sunnyvale-ca/751-lakebird-dr-sunnyvale-ca-94089-100_81407502/	http://100.mlsimages.movoto.com/002/81407502_0.jpg	751 Lakebird Dr	sunnyvale	A2XFGTPDO4KQ2B	3 Star - Avg.	Thu Nov 13 22:38:22 UTC 2014
36KM3FWE3RCULO8YN6H28S5JUFU07J	http://www.movoto.com/sunnyvale-ca/551-grand-fir-ave-1-sunnyvale-ca-94086-100_81406749/	http://100.mlsimages.movoto.com/049/81406749_0.jpg	551 Grand Fir Ave #1	sunnyvale	A1KGCOR8OXYR72	3 Star - Avg.	Thu Nov 13 22:42:19 UTC 2014
3EAWOID6MTXWWE9U54KIE6LMGX0V05	http://www.movoto.com/cupertino-ca/7929-festival-ct-cupertino-ca-95014-100_81417649/	http://100.mlsimages.movoto.com/049/81417649_0.jpg	7929 Festival Ct	cupertino	A2WNW8A4MOR7T7	2 Star	Thu Nov 13 22:46:37 UTC 2014
3KA7IJSNW65KBHF8H888SVSNLDXBPN	http://www.movoto.com/cupertino-ca/22117-wallace-dr-cupertino-ca-95014-100_81416274/	http://100.mlsimages.movoto.com/074/81416274_0.jpg	22117 Wallace Dr	cupertino	A1QSV6T2K6P8NU	3 Star - Avg.	Thu Nov 13 23:24:23 UTC 2014
3IYI9285WS07ZB4G0VZJ6JCTUZQCJU	http://www.movoto.com/sunnyvale-ca/206-peppermint-tree-ter-5-sunnyvale-ca-94086-100_81404602/	http://100.mlsimages.movoto.com/002/81404602_0.jpg	206 Peppermint Tree TER #5	sunnyvale	A2ET15FVBLRUIV	3 Star - Avg.	Thu Nov 13 23:44:00 UTC 2014
37ZQELHEQ0YGRN7SSILP2MYMXXZMNQ	http://www.movoto.com/sunnyvale-ca/294-w-duane-ave-sunnyvale-ca-94085-100_81413449/	http://100.mlsimages.movoto.com/049/81413449_0.jpg	294 W Duane Ave	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:07:49 UTC 2014
3MA5N0ATTCBBOTG3Z7ZWJSJ9148KWA	http://www.movoto.com/sunnyvale-ca/1125-robin-way-sunnyvale-ca-94087-100_81421254/	http://100.mlsimages.movoto.com/054/81421254_0.jpg	1125 Robin Way	sunnyvale	A1GKEEI844CEKI	2 Star	Fri Nov 14 00:08:09 UTC 2014
3BDORL6HKKDOXZNT808S8AYK4GJRC0	http://www.movoto.com/cupertino-ca/22900-stonebridge-cupertino-ca-95014-100_81341899/	http://100.mlsimages.movoto.com/099/81341899_0.jpg	22900 Stonebridge	cupertino	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:08:38 UTC 2014
3Z33IC0JC0MES8X7503B7HMFJ1UV9H	http://www.movoto.com/sunnyvale-ca/232-bartlett-ave-sunnyvale-ca-94086-100_81424316/	http://100.mlsimages.movoto.com/016/81424316_0.jpg	232 Bartlett Ave	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:09:19 UTC 2014
3PZDSVZ3J5H0NXIMMELTGSHMB6E4ND	http://www.movoto.com/sunnyvale-ca/478-ives-ter-sunnyvale-ca-94087-100_81425381/	http://100.mlsimages.movoto.com/081/81425381_0.jpg	478 Ives TER	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:08:56 UTC 2014
3FVBZG9CLJEREDEA0F3EZ5UD8IQH02	http://www.movoto.com/sunnyvale-ca/222-peppermint-tree-ter-2-sunnyvale-ca-94086-100_81408487/	http://100.mlsimages.movoto.com/087/81408487_0.jpg	222 Peppermint Tree TER #2	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:10:13 UTC 2014
31N9JPQXIPIUZ96H1L5CAHQQGB0HNC	http://www.movoto.com/cupertino-ca/7580-lockford-ct-cupertino-ca-95014-100_81409344/	http://100.mlsimages.movoto.com/044/81409344_0.jpg	7580 Lockford Ct	cupertino	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:10:29 UTC 2014
35O6H0UNLSGM0QV1LLCBSD6J2I45JF	http://www.movoto.com/cupertino-ca/20688-shelly-dr-cupertino-ca-95014-100_81424393/	http://100.mlsimages.movoto.com/093/81424393_0.jpg	20688 Shelly Dr	cupertino	A1GKEEI844CEKI	2 Star	Fri Nov 14 00:10:44 UTC 2014
3X2LT8FDHWIRTSE2QI2TTNAI64F8WG	http://www.movoto.com/sunnyvale-ca/1298-morningside-dr-sunnyvale-ca-94087-100_81419680/	http://100.mlsimages.movoto.com/080/81419680_0.jpg	1298 Morningside Dr	sunnyvale	A1GKEEI844CEKI	2 Star	Fri Nov 14 00:13:03 UTC 2014
3BCRDCM0ODUDUE1X8PMSLYKWD2FK69	http://www.movoto.com/sunnyvale-ca/1159-la-rochelle-ter-c-sunnyvale-ca-94089-100_81405016/	http://100.mlsimages.movoto.com/016/81405016_0.jpg	1159 La Rochelle TER #c	sunnyvale	A1GKEEI844CEKI	2 Star	Fri Nov 14 00:13:50 UTC 2014
3MGHRFQY2LPD084ZAF72L5PGYE2Y0H	http://www.movoto.com/sunnyvale-ca/954-primrose-ave-sunnyvale-ca-94086-100_81434764/	http://100.mlsimages.movoto.com/064/81434764_0.jpg	954 Primrose Ave	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 00:16:34 UTC 2014
32ZCLEW0BZKQT0DK50LPQJB0TI5PJL	http://www.movoto.com/sunnyvale-ca/951-la-mesa-ter-a-sunnyvale-ca-94086-100_81412396/	http://100.mlsimages.movoto.com/096/81412396_0.jpg	951 La Mesa TER #a	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 00:54:21 UTC 2014
3XQ4XW3OD9CN0WV4QWJRM7UUERQ2SR	http://www.movoto.com/cupertino-ca/10571-rampart-ave-cupertino-ca-95014-100_81422924/	http://100.mlsimages.movoto.com/024/81422924_0.jpg	10571 Rampart Ave	cupertino	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 01:04:40 UTC 2014
3QHITW7OYO90SJBVB7N1XPYR8RXQAX	http://www.movoto.com/sunnyvale-ca/1432-hollenbeck-ave-sunnyvale-ca-94087-100_81414856/	http://100.mlsimages.movoto.com/056/81414856_0.jpg	1432 Hollenbeck Ave	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 01:10:01 UTC 2014
3L2OEKSTW9AVIX925JKHEKVYHCF8YF	http://www.movoto.com/cupertino-ca/10422-noel-ave-cupertino-ca-95014-100_81417664/	http://100.mlsimages.movoto.com/064/81417664_0.jpg	10422 Noel Ave	cupertino	A3H8M155NBFE1L	2 Star	Fri Nov 14 01:12:34 UTC 2014
32W3UF2EZOLHWTLVXOCF0HNAC20C43	http://www.movoto.com/sunnyvale-ca/1057-candlewood-ave-sunnyvale-ca-94089-100_81417867/	http://100.mlsimages.movoto.com/067/81417867_0.jpg	1057 Candlewood Ave	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 01:10:43 UTC 2014
3FBEFUUYRK57I1SBWY93RKH08QM6AH	http://www.movoto.com/sunnyvale-ca/997-lakehaven-dr-sunnyvale-ca-94089-100_81425120/	http://100.mlsimages.movoto.com/020/81425120_0.jpg	997 Lakehaven Dr	sunnyvale	A3H8M155NBFE1L	1 Star - Bottom 20%	Fri Nov 14 01:11:54 UTC 2014
3J9L0X0VDFMR7XXCVA87TJ5TQAW9W5	http://www.movoto.com/sunnyvale-ca/231-twinlake-dr-sunnyvale-ca-94089-100_81423681/	http://100.mlsimages.movoto.com/081/81423681_0.jpg	231 Twinlake Dr	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 01:11:02 UTC 2014
3A3KKYU7P3H6EHG6KJCCY5BDQ93MWH	http://www.movoto.com/sunnyvale-ca/765-n-fair-oaks-ave-4-sunnyvale-ca-94085-100_81342201/	http://100.mlsimages.movoto.com/001/81342201_0.jpg	765 N Fair Oaks Ave #4	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 01:13:16 UTC 2014
3511RHPADVEH03HZLD1RBTO7YPXRLG	http://www.movoto.com/sunnyvale-ca/720-blair-ct-d-sunnyvale-ca-94087-100_81405358/	http://100.mlsimages.movoto.com/058/81405358_0.jpg	720 Blair Ct #d	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 01:18:08 UTC 2014
3ABAOCJ4R841UKKK8AD66GTR28MMQD	http://www.movoto.com/cupertino-ca/20570-sunrise-dr-cupertino-ca-95014-100_81412409/	http://100.mlsimages.movoto.com/009/81412409_0.jpg	20570 Sunrise Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 01:19:26 UTC 2014
308KJXFUJR6DKZ3NSBHW2U9ESYWTAE	http://www.movoto.com/sunnyvale-ca/1562-belleville-way-sunnyvale-ca-94087-100_81405031/	http://100.mlsimages.movoto.com/031/81405031_0.jpg	1562 Belleville Way	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 01:19:40 UTC 2014
3CKVGCS3PG5G4MSQB9FD3J1FHT70S6	http://www.movoto.com/sunnyvale-ca/1436-s-wolfe-rd-sunnyvale-ca-94087-100_81419619/	http://100.mlsimages.movoto.com/019/81419619_0.jpg	1436 S Wolfe Rd	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 01:22:51 UTC 2014
3NC6WP7WJHK2JTAKOLIZ73D4OBGWWH	http://www.movoto.com/sunnyvale-ca/430-morse-ave-sunnyvale-ca-94085-100_81411517/	http://100.mlsimages.movoto.com/017/81411517_0.jpg	430 Morse Ave	sunnyvale	A1GKEEI844CEKI	2 Star	Fri Nov 14 01:24:54 UTC 2014
3P7RGTLO6EDEHGD0Y23413MI9L5KAZ	http://www.movoto.com/cupertino-ca/867-e-estates-dr-cupertino-ca-95014-100_81403382/	http://100.mlsimages.movoto.com/082/81403382_0.jpg	867 E Estates Dr	cupertino	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 01:26:30 UTC 2014
3D4BBDG7ZHWWEX2RXA7WQCV4Y24C3I	http://www.movoto.com/cupertino-ca/10883-canyon-vista-dr-cupertino-ca-95014-100_81421987/	http://100.mlsimages.movoto.com/087/81421987_0.jpg	10883 Canyon Vista Dr	cupertino	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 01:25:54 UTC 2014
3UUSLRKAUL3OK89SZI5XNZP2O42D7O	http://www.movoto.com/sunnyvale-ca/557-connemara-way-sunnyvale-ca-94087-100_81430362/	http://100.mlsimages.movoto.com/062/81430362_0.jpg	557 Connemara Way	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 01:26:08 UTC 2014
371Q3BEXDH9D67YGF3S59I41Z0PSZP	http://www.movoto.com/cupertino-ca/7983-woodlark-way-cupertino-ca-95014-100_81406801/	http://100.mlsimages.movoto.com/001/81406801_0.jpg	7983 Woodlark Way	cupertino	A1GKEEI844CEKI	2 Star	Fri Nov 14 01:28:25 UTC 2014
3QQUBC64ZEERLZ6W6PNYD3EK41JXNL	http://www.movoto.com/sunnyvale-ca/406-ives-ter-sunnyvale-ca-94087-100_81343370/	http://100.mlsimages.movoto.com/070/81343370_0.jpg	406 Ives TER	sunnyvale	A1GKEEI844CEKI	3 Star - Avg.	Fri Nov 14 01:28:51 UTC 2014
3JTPR5MTZSCHBA1J36CNTS6WH74K5T	http://www.movoto.com/sunnyvale-ca/590-morse-ave-sunnyvale-ca-94085-100_81427417/	http://100.mlsimages.movoto.com/017/81427417_0.jpg	590 Morse Ave	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 02:13:16 UTC 2014
3VO4XFFP15MI9HDX44BHNYW17JRQ76	http://www.movoto.com/sunnyvale-ca/1452-falcon-ave-sunnyvale-ca-94087-100_81418524/	http://100.mlsimages.movoto.com/024/81418524_0.jpg	1452 Falcon Ave	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 02:15:26 UTC 2014
3OJX0UFJ0Z7EFT870AT6BVKW5UL9U6	http://www.movoto.com/cupertino-ca/21871-lomita-ave-cupertino-ca-95014-100_81434084/	http://100.mlsimages.movoto.com/084/81434084_0.jpg	21871 Lomita Ave	cupertino	A3H8M155NBFE1L	1 Star - Bottom 20%	Fri Nov 14 02:15:10 UTC 2014
3HXK2V1N4KFKARMDVWPAXTBRQGW2G7	http://www.movoto.com/sunnyvale-ca/1220-van-dyck-dr-sunnyvale-ca-94087-100_81420714/	http://100.mlsimages.movoto.com/014/81420714_0.jpg	1220 Van Dyck Dr	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 02:14:51 UTC 2014
3W0KKJIARR90YSKL14JQ5CGNJX5K8V	http://www.movoto.com/sunnyvale-ca/1249-w-knickerbocker-dr-sunnyvale-ca-94087-100_81427181/	http://100.mlsimages.movoto.com/081/81427181_0.jpg	1249 W Knickerbocker Dr	sunnyvale	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 02:18:06 UTC 2014
3O0M2G5VC62FYVESL42OYRM26HY94K	http://www.movoto.com/sunnyvale-ca/360-sara-ave-sunnyvale-ca-94086-100_81407417/	http://100.mlsimages.movoto.com/017/81407417_0.jpg	360 Sara Ave	sunnyvale	A3H8M155NBFE1L	2 Star	Fri Nov 14 02:17:50 UTC 2014
3M4KL7H8KVNBODFB0FGAGJOX4WG16O	http://www.movoto.com/sunnyvale-ca/999-w-evelyn-ter-98-sunnyvale-ca-94086-100_81341236/	http://100.mlsimages.movoto.com/036/81341236_0.jpg	999 W Evelyn TER #98	sunnyvale	A3H8M155NBFE1L	1 Star - Bottom 20%	Fri Nov 14 02:21:28 UTC 2014
344M16OZKIFIFZFFBKX6PETDOV8NE2	http://www.movoto.com/cupertino-ca/21945-lindy-ln-cupertino-ca-95014-100_81408693/	http://100.mlsimages.movoto.com/093/81408693_0.jpg	21945 Lindy Ln	cupertino	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 02:21:09 UTC 2014
3DWNFENNE3V447R17GT1NL052M94J9	http://www.movoto.com/cupertino-ca/10760-johnson-ave-cupertino-ca-95014-100_81436009/	http://100.mlsimages.movoto.com/009/81436009_0.jpg	10760 Johnson Ave	cupertino	A3H8M155NBFE1L	3 Star - Avg.	Fri Nov 14 02:23:27 UTC 2014
3GS542CVJVNXUEISZ9LY3JSG6DT95P	http://www.movoto.com/sunnyvale-ca/631-dunholme-way-sunnyvale-ca-94087-100_81238349/	http://100.mlsimages.movoto.com/049/81238349_0.jpg	631 Dunholme Way	sunnyvale	A3H8M155NBFE1L	1 Star - Bottom 20%	Fri Nov 14 02:24:32 UTC 2014
3DTJ4WT8BDFCWOTYE880K10MY9GEZA	http://www.movoto.com/sunnyvale-ca/1156-la-rochelle-ter-b-sunnyvale-ca-94089-100_81417029/	http://100.mlsimages.movoto.com/029/81417029_0.jpg	1156 La Rochelle TER #b	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 02:39:14 UTC 2014
3QX22DUVOOHTZSG1U97GC3SZJ01MV7	http://www.movoto.com/sunnyvale-ca/815-ramona-ave-sunnyvale-ca-94087-100_81405159/	http://100.mlsimages.movoto.com/059/81405159_0.jpg	815 Ramona Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:41:23 UTC 2014
3U18MJKL1UM3I1V1FTRBZQTA3JVCNY	http://www.movoto.com/sunnyvale-ca/831-dwight-ave-sunnyvale-ca-94086-100_81411780/	http://100.mlsimages.movoto.com/080/81411780_0.jpg	831 Dwight Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:42:05 UTC 2014
324N5FAHSXBY94GY9XU0XQ0VUV6VKB	http://www.movoto.com/cupertino-ca/22654-oakcrest-ct-cupertino-ca-95014-100_81406629/	http://100.mlsimages.movoto.com/029/81406629_0.jpg	22654 Oakcrest Ct	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:42:22 UTC 2014
3I6NF2WGIGWC9O50DFR8V0E3AQN5GB	http://www.movoto.com/sunnyvale-ca/1010-bryant-way-b-sunnyvale-ca-94087-100_81416687/	http://100.mlsimages.movoto.com/087/81416687_0.jpg	1010 Bryant Way #b	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:42:36 UTC 2014
3YGE63DIN8X9B39ZVEPE0840N630WL	http://www.movoto.com/sunnyvale-ca/1411-navarro-dr-sunnyvale-ca-94087-100_81403464/	http://100.mlsimages.movoto.com/064/81403464_0.jpg	1411 Navarro Dr	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:42:14 UTC 2014
3MG8450X2OAZ7GOEHZP3XLKBAY3PUH	http://www.movoto.com/cupertino-ca/10120-imperial-ave-cupertino-ca-95014-100_81400292/	http://100.mlsimages.movoto.com/092/81400292_0.jpg	10120 Imperial Ave	cupertino	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 02:43:42 UTC 2014
3T6SSHJUZFA2H36AANA55LVOUPLIIQ	http://www.movoto.com/cupertino-ca/1568-aster-ln-cupertino-ca-95014-100_81406783/	http://100.mlsimages.movoto.com/083/81406783_0.jpg	1568 Aster Ln	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:44:49 UTC 2014
31KSVEGZ34SXBXTYPR8TK45NWW1WRE	http://www.movoto.com/sunnyvale-ca/1361-socorro-ave-sunnyvale-ca-94089-100_81401755/	http://100.mlsimages.movoto.com/055/81401755_0.jpg	1361 Socorro Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:45:10 UTC 2014
3IKDQS3DQE0B40KAIDEJUIXTHK1CII	http://www.movoto.com/sunnyvale-ca/1023-cassia-way-sunnyvale-ca-94086-100_81417167/	http://100.mlsimages.movoto.com/067/81417167_0.jpg	1023 Cassia Way	sunnyvale	AWISGDFIKTX85	3 Star - Avg.	Fri Nov 14 02:46:34 UTC 2014
32CXT5U14G3E1OPXVINSBZPLLO2U81	http://www.movoto.com/sunnyvale-ca/1180-blazingwood-dr-sunnyvale-ca-94089-100_81430368/	http://100.mlsimages.movoto.com/068/81430368_0.jpg	1180 Blazingwood Dr	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:48:01 UTC 2014
3RZS0FBRWKA3LM7EV8433FY53YWCPU	http://www.movoto.com/sunnyvale-ca/207-peppermint-tree-ter-5-sunnyvale-ca-94086-202_dw13190290/	http://202.mlsimages.movoto.com/090/dw13190290_0.jpg	207 Peppermint Tree TER #5	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:48:50 UTC 2014
307L9TDWJYSF51ZIM0GA6NPGX6J3NS	http://www.movoto.com/sunnyvale-ca/673-pinnacles-ter-sunnyvale-ca-94085-100_81419624/	http://100.mlsimages.movoto.com/024/81419624_0.jpg	673 Pinnacles TER	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:49:18 UTC 2014
3OB6JN3A9QP16LZKLP26B63WYUNRMI	http://www.movoto.com/sunnyvale-ca/155-e-olive-ave-sunnyvale-ca-94086-100_81414470/	http://100.mlsimages.movoto.com/070/81414470_0.jpg	155 E Olive Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:49:25 UTC 2014
3TLFH2L6Y9OOFW8JFWOHWCQGGA4T27	http://www.movoto.com/cupertino-ca/19131-loree-ave-cupertino-ca-95014-100_81416477/	http://100.mlsimages.movoto.com/077/81416477_0.jpg	19131 Loree Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:49:32 UTC 2014
3UUSLRKAUL3OK89SZI5XNZP2O427DI	http://www.movoto.com/sunnyvale-ca/1221-oak-creek-way-sunnyvale-ca-94089-100_81416432/	http://100.mlsimages.movoto.com/032/81416432_0.jpg	1221 Oak Creek Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:50:24 UTC 2014
3B9J25CZ25D0YEN6NP8XYK3GQI3SCQ	http://www.movoto.com/sunnyvale-ca/1056-inverness-way-sunnyvale-ca-94087-100_81414505/	http://100.mlsimages.movoto.com/005/81414505_0.jpg	1056 Inverness Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:50:43 UTC 2014
35ZRNT9RUIYXNMZUNFGNLCPLNGNO3R	http://www.movoto.com/sunnyvale-ca/735-borregas-ave-sunnyvale-ca-94085-100_81408664/	http://100.mlsimages.movoto.com/064/81408664_0.jpg	735 Borregas Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:51:18 UTC 2014
3B286OTISEHJ6W7IGH3S0OM5UW5AJQ	http://www.movoto.com/sunnyvale-ca/794-lynxwood-ct-sunnyvale-ca-94086-100_81422706/	http://100.mlsimages.movoto.com/006/81422706_0.jpg	794 Lynxwood Ct	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:50:57 UTC 2014
3OQQD2WO8I6NR0ORPK3I1FTZB7P3IC	http://www.movoto.com/cupertino-ca/10591-johnson-ave-cupertino-ca-95014-100_81406710/	http://100.mlsimages.movoto.com/010/81406710_0.jpg	10591 Johnson Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:52:22 UTC 2014
3OPLMF3EU5NWL5P7S6KA29JXXS9NLP	http://www.movoto.com/sunnyvale-ca/1370-bedford-ave-sunnyvale-ca-94087-100_81414525/	http://100.mlsimages.movoto.com/025/81414525_0.jpg	1370 Bedford Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:52:02 UTC 2014
33NOQL7T9OZVNNJ715M0SR40N6J8Z6	http://www.movoto.com/sunnyvale-ca/477-e-olive-ave-sunnyvale-ca-94086-100_81416676/	http://100.mlsimages.movoto.com/076/81416676_0.jpg	477 E Olive Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:52:50 UTC 2014
3XDJY5RK5SLDIN2VJFXFUN9GJ274U5	http://www.movoto.com/cupertino-ca/22114-hibiscus-dr-cupertino-ca-95014-100_81406786/	http://100.mlsimages.movoto.com/086/81406786_0.jpg	22114 Hibiscus Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:54:09 UTC 2014
341YLJU21IZY6IS8LKPDI5O75TO2IZ	http://www.movoto.com/sunnyvale-ca/1350-egret-dr-sunnyvale-ca-94087-100_81416679/	http://100.mlsimages.movoto.com/079/81416679_0.jpg	1350 Egret Dr	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:52:39 UTC 2014
389A2A304OI0X53UENPDOEXXVQLC0O	http://www.movoto.com/sunnyvale-ca/442-costa-mesa-ter-b-sunnyvale-ca-94085-100_81410430/	http://100.mlsimages.movoto.com/030/81410430_0.jpg	442 Costa Mesa TER #b	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:53:35 UTC 2014
37G6BXQPLQL3IWS7RCPNT8OIT6VQES	http://www.movoto.com/sunnyvale-ca/1001-e-evelyn-ter-152-sunnyvale-ca-94086-100_81402689/	http://100.mlsimages.movoto.com/089/81402689_0.jpg	1001 E Evelyn TER #152	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:53:25 UTC 2014
3AA88CN98P3FDYB3E8HK4P4PCC8YKN	http://www.movoto.com/cupertino-ca/11387-lindy-pl-cupertino-ca-95014-100_81421686/	http://100.mlsimages.movoto.com/086/81421686_0.jpg	11387 Lindy Pl	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:53:50 UTC 2014
3LAZVA75NIR8243BJF2I22KTH2NO2G	http://www.movoto.com/sunnyvale-ca/1054-heatherstone-ave-sunnyvale-ca-94087-100_81408665/	http://100.mlsimages.movoto.com/065/81408665_0.jpg	1054 Heatherstone Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:56:08 UTC 2014
3IHWR4LC7DD9SXUX11YESW1ARTGI8I	http://www.movoto.com/sunnyvale-ca/1099-lorne-way-sunnyvale-ca-94087-100_81401980/	http://100.mlsimages.movoto.com/080/81401980_0.jpg	1099 Lorne Way	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:56:18 UTC 2014
3GS542CVJVNXUEISZ9LY3JSG6DS59K	http://www.movoto.com/sunnyvale-ca/1523-coronach-ave-sunnyvale-ca-94087-100_81414452/	http://100.mlsimages.movoto.com/052/81414452_0.jpg	1523 Coronach Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:55:21 UTC 2014
37PGLWGSJT6TNYWYAQVHI1A1MTAIK1	http://www.movoto.com/sunnyvale-ca/853-w-california-ave-b-sunnyvale-ca-94086-100_81409690/	http://100.mlsimages.movoto.com/090/81409690_0.jpg	853 W California Ave #b	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:55:16 UTC 2014
36MUZ9VAE629TNO2MQJ3T9HJAR6DEA	http://www.movoto.com/cupertino-ca/19098-tilson-ave-cupertino-ca-95014-100_81404685/	http://100.mlsimages.movoto.com/085/81404685_0.jpg	19098 Tilson Ave	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:55:10 UTC 2014
309D674SHZL1HS64C3M28VTGMUHCB9	http://www.movoto.com/sunnyvale-ca/1250-prescott-ave-sunnyvale-ca-94089-100_81407425/	http://100.mlsimages.movoto.com/025/81407425_0.jpg	1250 Prescott Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:55:38 UTC 2014
375VMB7D4JJL9SQOI99UEOFB2KDIDO	http://www.movoto.com/cupertino-ca/1118-november-dr-cupertino-ca-95014-100_81404915/	http://100.mlsimages.movoto.com/015/81404915_0.jpg	1118 November Dr	cupertino	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:56:57 UTC 2014
3CVBMEMMXBG5WOEULEONEK40GWWH72	http://www.movoto.com/sunnyvale-ca/465-lincoln-ave-sunnyvale-ca-94086-100_81404021/	http://100.mlsimages.movoto.com/021/81404021_0.jpg	465 Lincoln Ave	sunnyvale	A18IJ8C5SL628I	3 Star - Avg.	Fri Nov 14 02:57:49 UTC 2014
