SALE TYPE	HOME TYPE	ADDRESS	CITY	STATE	ZIP	LIST PRICE	BEDS	BATHS	LOCATION	SQFT	LOT SIZE	YEAR BUILT	PARKING SPOTS	PARKING TYPE	DAYS ON MARKET	STATUS	NEXT OPEN HOUSE DATE	NEXT OPEN HOUSE START TIME	NEXT OPEN HOUSE END TIME	RECENT REDUCTION DATE	ORIGINAL LIST PRICE	LAST SALE DATE	LAST SALE PRICE	URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING)	SOURCE	LISTING ID	ORIGINAL SOURCE	FAVORITE	INTERESTED	LATITUDE	LONGITUDE	IS SHORT SALE
Past Sale	Condo/Coop	2058 S DELAWARE St	San Mateo	CA	94403	599000	2	1	San Mateo	1031	52514	1993				Sold					599000	8/26/14	590000	http://www.redfin.com/CA/San-Mateo/2058-S-Delaware-St-94403/unit-14/home/1763638	MLSListings Inc. (MLSLI)	81426992	Coldwell Banker	N	Y	37.549801	-122.305794	FALSE
Past Sale	Condo/Coop	7206 ADMIRALTY Ln	Foster City	CA	94404	449000	2	1.5	Treasure Isle	998	432988	1965				Sold					449000	8/27/14	455000	http://www.redfin.com/CA/Foster-City/7206-Admiralty-Ln-94404/home/999539	MLSListings Inc. (MLSLI)	81428844	Keller Williams San Carlos	N	Y	37.561437	-122.267213	FALSE
Past Sale	Single Family Residential	1685 MCKINLEY St	San Mateo	CA	94403	789900	3	2	Parkside	1450	5356	1954				Sold					789900	8/27/14	850000	http://www.redfin.com/CA/San-Mateo/1685-Mckinley-St-94403/home/2049377	MLSListings Inc. (MLSLI)	81429526	Unibay Realty	N	Y	37.559727	-122.299461	FALSE
Past Sale	Townhouse	4207 ADMIRALTY Ln	Foster City	CA	94404	438888	2	1.5	Foster City	998	432988	1965				Sold					438888	8/27/14	445000	http://www.redfin.com/CA/Foster-City/4207-Admiralty-Ln-94404/home/2050926	MLSListings Inc. (MLSLI)	81430027	Alain Pinel Realtors	N	Y	37.56144	-122.267227	FALSE
Past Sale	Condo/Coop	910 BEACH PARK Blvd #108	Foster City	CA	94404	589000	2	2	Foster City	1087	394588	1973				Sold					589000	8/21/14	630000	http://www.redfin.com/CA/Foster-City/910-Beach-Park-Blvd-94404/unit-108/home/970515	MLSListings Inc. (MLSLI)	81426975	Coldwell Banker	N	Y	37.547989	-122.259003	FALSE
Past Sale	Single Family Residential	1502 COBB St	San Mateo	CA	94401	689000	3	1	San Mateo	1110	5000	1953	1	Garage		Sold					689000	8/21/14	760000	http://www.redfin.com/CA/San-Mateo/1502-Cobb-St-94401/home/1079253	MLSListings Inc. (MLSLI)	81429001	McGuire Real Estate	N	Y	37.562344	-122.30275	FALSE
Past Sale	Single Family Residential	141 15th Ave	San Mateo	CA	94402		2	1	94402	1150		1925										8/19/14	875000	http://www.redfin.com/CA/San-Mateo/141-15th-Ave-94402/home/713108				N	Y	37.556099	-122.313484	
Past Sale	Condo/Coop	926 Beach Park Blvd #5	Foster City	CA	94404		2	2	94404	1087		1973										8/19/14	575000	http://www.redfin.com/CA/Foster-City/926-Beach-Park-Blvd-94404/unit-5/home/1084698				N	Y	37.547989	-122.259003	
Past Sale	Condo/Coop	821 Phoenix Ln #7	Foster City	CA	94404		2	1.5	94404	1188		1973										8/18/14	756000	http://www.redfin.com/CA/Foster-City/821-Phoenix-Ln-94404/unit-7/home/1127291				N	Y	37.547958	-122.272659	
Past Sale	Condo/Coop	894 WHARFSIDE Rd	San Mateo	CA	94404	735000	1	2	Harbortown	1150		1979	1	Garage		Sold					735000	8/19/14	758000	http://www.redfin.com/CA/San-Mateo/894-Wharfside-Rd-94404/unit-5-1-2/home/1729884	MLSListings Inc. (MLSLI)	81428997	Today Sothebys International Realty	N	Y	37.559498	-122.288673	FALSE
Past Sale	Single Family Residential	1660 CELESTE Dr	San Mateo	CA	94402	995000	4	2	San Mateo	1540	5292	1956				Sold					995000	8/19/14	1160000	http://www.redfin.com/CA/San-Mateo/1660-Celeste-Dr-94402/home/721729	MLSListings Inc. (MLSLI)	81429057	Dreyfus Sotheby's International Realty	N	Y	37.556759	-122.304932	FALSE
Past Sale	Single Family Residential	1610 NOE Ave	San Mateo	CA	94401	765000	3	2	San Mateo	1080	6160	1955				Sold					765000	8/19/14	775000	http://www.redfin.com/CA/San-Mateo/1610-Noe-Ave-94401/home/1740547	MLSListings Inc. (MLSLI)	81429079	Keller Williams Realty	N	Y	37.563114	-122.299164	FALSE
Past Sale	Single Family Residential	1341 CLAUDIA Ave	San Mateo	CA	94403	749999	3	2	San Mateo	1240	5600	1956				Sold					749999	8/19/14	890000	http://www.redfin.com/CA/San-Mateo/1341-Claudia-Ave-94403/home/1966881	MLSListings Inc. (MLSLI)	81429119	Real Estate EBroker	N	Y	37.548664	-122.289688	FALSE
Past Sale	Condo/Coop	601 LAUREL Ave #406	San Mateo	CA	94401	795000	2	2	San Mateo	1480	31359	1992	1	Garage		Sold					795000	8/20/14	790000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-406/home/964795	MLSListings Inc. (MLSLI)	81422388	"Sunrise Senior Living Mgmt.,"	N	Y	37.562622	-122.320808	FALSE
Past Sale	Single Family Residential	217 PUFFIN Ct	Foster City	CA	94404	1219000	5	3	Foster City	2540	7056	1965	1	Garage		Sold					1219000	8/20/14	1140000	http://www.redfin.com/CA/Foster-City/217-Puffin-Ct-94404/home/927938	MLSListings Inc. (MLSLI)	81424957	Coldwell Banker	N	Y	37.571266	-122.260315	FALSE
Past Sale	Condo/Coop	632 PORTOFINO Ln	Foster City	CA	94404	859000	2	2	Foster City	1490	224919	1975	1	Garage		Sold					859000	8/20/14	920000	http://www.redfin.com/CA/Foster-City/632-Portofino-Ln-94404/unit-40/home/1127143	MLSListings Inc. (MLSLI)	81428834	Taylor Properties	N	Y	37.552361	-122.272011	FALSE
Past Sale	Single Family Residential	2017 Ginnever St	San Mateo	CA	94403		3	2	94403	1650		1954										8/20/14	985000	http://www.redfin.com/CA/San-Mateo/2017-Ginnever-St-94403/home/1047425				N	Y	37.550766	-122.301941	
Past Sale	Single Family Residential	718 S Grant St	San Mateo	CA	94402		3	1	94402	1970		1916										8/20/14	1030000	http://www.redfin.com/CA/San-Mateo/718-S-Grant-St-94402/home/2016639				N	Y	37.565716	-122.31427	
Past Sale	Condo/Coop	601 LAUREL Ave #1006	San Mateo	CA	94401	1900000	2	2.5	San Mateo	2930	31359	1992	1	Garage		Sold					1900000	8/18/14	1500000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-1006/home/1847070	MLSListings Inc. (MLSLI)	81414047	"Sunrise Senior Living Mgmt.,"	N	Y	37.562622	-122.320808	FALSE
Past Sale	Condo/Coop	1 BALDWIN Ave #204	San Mateo	CA	94401	675000	2	2	The Peninsula Regent	1100	86325	1988				Sold					675000	8/18/14	644000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-204/home/1041328	MLSListings Inc. (MLSLI)	81424085	Bay Area Senior Services Inc	N	Y	37.566093	-122.327995	FALSE
Past Sale	Townhouse	119 E COURT Ln	Foster City	CA	94404	788000	2	2.5	Foster City	1530	920	1986	1	Garage		Sold					788000	8/16/14	845000	http://www.redfin.com/CA/Foster-City/119-E-Court-Ln-94404/home/2058328	MLSListings Inc. (MLSLI)	81428046	Alain Pinel Realtors	N	Y	37.558994	-122.274742	FALSE
Past Sale	Townhouse	1211 Wayne Way	San Mateo	CA	94403	875000	3	3	San Mateo	1750		2003	2			Sold				8/14/14	925000	8/25/14	875000	http://www.redfin.com/CA/San-Mateo/1211-Wayne-Way-94403/unit-6001/home/1054532/sfarmls-420700	San Francisco Association of Realtors (SFARMLS)	420700	First National Realty	N	Y	37.547424	-122.29138	FALSE
Past Sale	Single Family Residential	1305 S DELAWARE St	San Mateo	CA	94402	799000	4	2	San Mateo	1920	4500	1946				Sold					799000	8/23/14	852000	http://www.redfin.com/CA/San-Mateo/1305-S-Delaware-St-94402/home/1844070	MLSListings Inc. (MLSLI)	81428293	Century 21 Realty Alliance	N	Y	37.559311	-122.311172	FALSE
Past Sale	Condo/Coop	1919 ALAMEDA DE LAS PULGAS #75	San Mateo	CA	94403	399000	1	1	San Mateo	663	131328	1974				Sold					399000	8/24/14	430000	http://www.redfin.com/CA/San-Mateo/1919-Alameda-De-Las-Pulgas-94403/unit-75/home/2054622	MLSListings Inc. (MLSLI)	81428166	Marshall Realty	N	Y	37.546494	-122.321114	FALSE
Past Sale	Condo/Coop	802 BALBOA Ln	Foster City	CA	94404	849900	2	2	Islands	1490	305463	1975	1	Garage		Sold					849900	8/23/14	850000	http://www.redfin.com/CA/Foster-City/802-Balboa-Ln-94404/unit-81/home/974796	MLSListings Inc. (MLSLI)	81428760	Intero Real Estate Services	N	Y	37.552822	-122.270836	FALSE
Past Sale	Single Family Residential	553 ALHAMBRA Rd	San Mateo	CA	94402	1550000	3	2	San Mateo	1905	5671	1947	1	Garage		Sold					1550000	8/24/14	1575000	http://www.redfin.com/CA/San-Mateo/553-Alhambra-Rd-94402/home/1395826	MLSListings Inc. (MLSLI)	81428980	Coldwell Banker	N	Y	37.558243	-122.326729	FALSE
Past Sale	Townhouse	823 COLUMBA Ln	Foster City	CA	94404	828000	2	2.5	Foster City	1603	106977	1977	1	Garage		Sold					828000	8/25/14	910000	http://www.redfin.com/CA/Foster-City/823-Columba-Ln-94404/unit-2/home/974884	MLSListings Inc. (MLSLI)	81429890	Alain Pinel Realtors	N	Y	37.549393	-122.271904	FALSE
Past Sale	Condo/Coop	31 10TH Ave	San Mateo	CA	94401	775000	2	2	San Mateo	1452	26965	1974				Sold					775000	8/22/14	805000	http://www.redfin.com/CA/San-Mateo/31-10th-Ave-94401/unit-1B/home/1102826	MLSListings Inc. (MLSLI)	81428944	KW Peninsula Estates	N	Y	37.558403	-122.318672	FALSE
Past Sale	Townhouse	779 Gemini Ln	Foster City	CA	94404		4	2.5	94404	1920		1974										8/22/14	935000	http://www.redfin.com/CA/Foster-City/779-Gemini-Ln-94404/home/1910275				N	Y	37.55146	-122.280579	
Past Sale	Condo/Coop	1570 Vista Del Sol #7	San Mateo	CA	94404		2	2	94404	1070		1984										8/22/14	647000	http://www.redfin.com/CA/San-Mateo/1570-Vista-Del-Sol-94404/unit-7/home/1745665				N	Y	37.555234	-122.2863	
Past Sale	Single Family Residential	563 Starboard Dr	San Mateo	CA	94404		3	3.5	94404	1870		1967										8/22/14	1227000	http://www.redfin.com/CA/San-Mateo/563-Starboard-Dr-94404/home/1891328				N	Y	37.568886	-122.290527	
Past Sale	Single Family Residential	29 16th Ave	San Mateo	CA	94402		3	1	94402	1640		1926										8/15/14	988000	http://www.redfin.com/CA/San-Mateo/29-16th-Ave-94402/home/1339956				N	Y	37.554146	-122.314568	
Past Sale	Condo/Coop	1 Baldwin Ave Apt 716	San Mateo	CA	94401		1	1	94401	1100		1988										8/15/14	575000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-716/home/1867363				N	Y	37.566093	-122.327995	
Past Sale	Single Family Residential	206 Seville Way	San Mateo	CA	94402		3	2	94402	1860		1935										8/15/14	1875000	http://www.redfin.com/CA/San-Mateo/206-Seville-Way-94402/home/1590361				N	Y	37.555279	-122.322777	
Past Sale	Condo/Coop	1 Baldwin Ave Apt 521	San Mateo	CA	94401		1	1	94401	800		1988										8/15/14	370000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-521/home/1527132				N	Y	37.566093	-122.327995	
Past Sale	Condo/Coop	922 Beach Park Blvd Apt 27	Foster City	CA	94404		2	2	94404	1060		1973										8/14/14	705000	http://www.redfin.com/CA/Foster-City/922-Beach-Park-Blvd-94404/unit-27/home/1969029				N	Y	37.547989	-122.259003	
Past Sale	Condo/Coop	651 PORT Dr #303	San Mateo	CA	94404	399000	1	1	Mariners Island	746	28484	1982	1	Garage		Sold					399000	8/15/14	450000	http://www.redfin.com/CA/San-Mateo/651-Port-Dr-94404/unit-303/home/1114857	MLSListings Inc. (MLSLI)	81429099	Alain Pinel Realtors	N	Y	37.569077	-122.288361	FALSE
Past Sale	Condo/Coop	3204 Admiralty Ln	Foster City	CA	94404		2	1.5	94404	998		1965										8/13/14	500000	http://www.redfin.com/CA/Foster-City/3204-Admiralty-Ln-94404/home/1158123				N	Y	37.561437	-122.267213	
Past Sale	Single Family Residential	2234 Salisbury Way	San Mateo	CA	94403		3	2	94403	1330		1956										8/13/14	880000	http://www.redfin.com/CA/San-Mateo/2234-Salisbury-Way-94403/home/1182159				N	Y	37.548386	-122.294983	
Past Sale	Single Family Residential	1021 ALAMEDA DE LAS PULGAS	San Mateo	CA	94402	1399000	3	2.5	San Mateo	1750	6050	1939	1	Garage		Sold					1399000	8/14/14	1325000	http://www.redfin.com/CA/San-Mateo/1021-Alameda-De-Las-Pulgas-94402/home/713843	MLSListings Inc. (MLSLI)	81421746	Alain Pinel Realtors	N	Y	37.550861	-122.326729	FALSE
Past Sale	Single Family Residential	655 PARROTT Dr	San Mateo	CA	94402	2198000	3	2	San Mateo	2664	7680	1942	1	Garage		Sold					2198000	8/14/14	2250100	http://www.redfin.com/CA/San-Mateo/655-Parrott-Dr-94402/home/1829264	MLSListings Inc. (MLSLI)	81427582	Alain Pinel Realtors	N	Y	37.552326	-122.336037	FALSE
Past Sale	Single Family Residential	1733 HAMLET St	San Mateo	CA	94403	749000	3	2	Parkside	1220	5150	1954	1	Garage		Sold					749000	8/14/14	920000	http://www.redfin.com/CA/San-Mateo/1733-Hamlet-St-94403/home/1522305	MLSListings Inc. (MLSLI)	81428992	Coldwell Banker	N	Y	37.558582	-122.29731	FALSE
Past Sale	Condo/Coop	1075 SHELL Blvd #5	Foster City	CA	94404	550000	2	2	Foster City	1015	272190	1972				Sold					550000	8/14/14	535000	http://www.redfin.com/CA/Foster-City/1075-Shell-Blvd-94404/unit-5/home/967303	MLSListings Inc. (MLSLI)	81429697	Bayshore Realtors	N	Y	37.54982	-122.263191	FALSE
Past Sale	Single Family Residential	115 E Bellevue Ave	San Mateo	CA	94401		2	1	94401	1400		1917										8/12/14	725000	http://www.redfin.com/CA/San-Mateo/115-E-Bellevue-Ave-94401/home/1395667				N	Y	37.571705	-122.33712	
Past Sale	Single Family Residential	944 Aruba Ln	Foster City	CA	94404		4	2.5	94404	2530		1978										8/12/14	1825000	http://www.redfin.com/CA/Foster-City/944-Aruba-Ln-94404/home/1325715				N	Y	37.546623	-122.258858	
Past Sale	Condo/Coop	425 N El Camino Real Apt 101	San Mateo	CA	94401		2	2	94401	1459		1981										8/12/14	675000	http://www.redfin.com/CA/San-Mateo/425-N-El-Camino-Real-94401/unit-101/home/1500420				N	Y	37.570084	-122.336441	
Past Sale	Single Family Residential	768 WIDGEON St	Foster City	CA	94404	1380000	4	2.5	Foster City	2495	7308	1966	1	Garage		Sold					1380000	8/13/14	1492000	http://www.redfin.com/CA/Foster-City/768-Widgeon-St-94404/home/1996205	MLSListings Inc. (MLSLI)	81427807	Coldwell Banker	N	Y	37.566906	-122.262016	FALSE
Past Sale	Condo/Coop	1744 VISTA DEL SOL	San Mateo	CA	94404	749000	3	2	San Mateo	1280	118202	1984	1	Garage		Sold					749000	8/13/14	755000	http://www.redfin.com/CA/San-Mateo/1744-Vista-Del-Sol-94404/unit-5/home/1681058	MLSListings Inc. (MLSLI)	81427858	Alain Pinel Realtors	N	Y	37.555599	-122.284813	FALSE
Past Sale	Condo/Coop	615 PORT Dr #206	San Mateo	CA	94404	485000	1	1	San Mateo	746	28484	1982	1	Garage		Sold					485000	8/13/14	480000	http://www.redfin.com/CA/San-Mateo/615-Port-Dr-94404/unit-206/home/1074610	MLSListings Inc. (MLSLI)	81428694	Coldwell Banker-San Jose-Almaden	N	Y	37.569077	-122.288361	FALSE
Past Sale	Single Family Residential	1201 S CLAREMONT St	San Mateo	CA	94402	750000	3	1	San Mateo	1040	4250	1949				Sold				7/31/14	775000	8/12/14	799000	http://www.redfin.com/CA/San-Mateo/1201-S-Claremont-St-94402/home/718035	MLSListings Inc. (MLSLI)	81427705	KW Peninsula Estates	N	Y	37.559425	-122.312637	FALSE
Past Sale	Single Family Residential	37 BAYWOOD Ave	San Mateo	CA	94402	1395000	2	2.5	San Mateo	2170	3267	1975				Sold					1395000	8/12/14	1450000	http://www.redfin.com/CA/San-Mateo/37-Baywood-Ave-94402/home/1468398	MLSListings Inc. (MLSLI)	81429738	Capital Realty Group	N	Y	37.564331	-122.329155	FALSE
Past Sale	Condo/Coop	1 Baldwin Ave Apt 505	San Mateo	CA	94401		1	1	94401	800		1988										8/8/14	410000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-505/home/2003334				N	Y	37.566093	-122.327995	
Past Sale	Single Family Residential	2057 Texas Way	San Mateo	CA	94403		3	1	94403	1110		1954										8/8/14	900000	http://www.redfin.com/CA/San-Mateo/2057-Texas-Way-94403/home/725790				N	Y	37.550079	-122.303665	
Past Sale	Single Family Residential	648 CRANE Ave	Foster City	CA	94404	925000	4	2	Foster City	1780	6555	1965	1	Garage		Sold					925000	8/9/14	1025000	http://www.redfin.com/CA/Foster-City/648-Crane-Ave-94404/home/1899038	MLSListings Inc. (MLSLI)	81427488	Coldwell Banker	N	Y	37.569462	-122.262497	FALSE
Past Sale	Condo/Coop	50 N San Mateo Dr Apt 222	San Mateo	CA	94401		1	1	94401	1128		1978										8/11/14	369000	http://www.redfin.com/CA/San-Mateo/50-N-San-Mateo-Dr-94401/unit-222/home/1473380				N	Y	37.568195	-122.327148	
Past Sale	Single Family Residential	800 Fallon Ave	San Mateo	CA	94401		3	2	94401	1500		1949										8/11/14	745000	http://www.redfin.com/CA/San-Mateo/800-Fallon-Ave-94401/home/1522023				N	Y	37.570999	-122.305862	
Past Sale	Single Family Residential	2810 Hosmer St	San Mateo	CA	94063	799000	3	2	San Mateo	1500	5000	1957	2	Garage		Sold					799000	8/11/14	800000	http://www.redfin.com/CA/San-Mateo/2810-Hosmer-St-94403/home/1504678/ebrd-40662879	East Bay Regional Data (EBRD)	40662879	Lehr Real Estate	N	Y	37.546162	-122.288055	FALSE
Past Sale	Townhouse	372 N EL CAMINO REAL	San Mateo	CA	94401	679000	3	2.5	San Mateo	1215	19842	1998	1	Garage		Sold					679000	8/11/14	730500	http://www.redfin.com/CA/San-Mateo/372-N-El-Camino-Real-94401/unit-10/home/1945072	MLSListings Inc. (MLSLI)	81427905	Coldwell Banker-Burlingame	N	Y	37.569908	-122.334671	FALSE
Past Sale	Condo/Coop	153 N San Mateo Dr #206	San Mateo	CA	94401	828000	3	3	San Mateo	1666		1995	2			Sold					828000	8/8/14	840000	http://www.redfin.com/CA/San-Mateo/153-N-San-Mateo-Dr-94401/unit-206/home/1847334	San Francisco Association of Realtors (SFARMLS)	421971	Century 21 Realty Alliance	N	Y	37.569145	-122.329689	FALSE
Past Sale	Single Family Residential	926 BERMUDA Dr	San Mateo	CA	94403	898000	3	2	Fiesta Gardens	1210	5200	1954	1	Garage		Sold					898000	8/10/14	990000	http://www.redfin.com/CA/San-Mateo/926-Bermuda-Dr-94403/home/2050360	MLSListings Inc. (MLSLI)	81427767	RE/MAX Star Properties	N	Y	37.551044	-122.299828	FALSE
Past Sale	Townhouse	2315 ARMADA Way	San Mateo	CA	94404	710000	2	2.5	Las Casitas	1200	1200	1979	1	Garage		Sold					710000	8/7/14	765000	http://www.redfin.com/CA/San-Mateo/2315-Armada-Way-94404/unit-14-4/home/976848	MLSListings Inc. (MLSLI)	81428027	Alain Pinel Realtors	N	Y	37.561871	-122.288002	FALSE
Past Sale	Single Family Residential	863 Comet Dr	Foster City	CA	94404		3	2	94404	1640		1964										8/7/14	1235000	http://www.redfin.com/CA/Foster-City/863-Comet-Dr-94404/home/1101587				N	Y	37.558792	-122.259521	
Past Sale	Condo/Coop	465 FATHOM Dr #321	San Mateo	CA	94404	478000	1	1	San Mateo	950	25067	1978				Sold					478000	8/8/14	485000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-321/home/972622	MLSListings Inc. (MLSLI)	81427216	Heritage Realty	N	Y	37.568241	-122.285378	FALSE
Past Sale	Townhouse	385 Catamaran St	Foster City	CA	94404		2	1.5	94404	1460		1974										8/6/14	835000	http://www.redfin.com/CA/Foster-City/385-Catamaran-St-94404/home/2009801				N	Y	37.550236	-122.269028	
Past Sale	Townhouse	30 E Court Ln	Foster City	CA	94404		2	2.5	94404	1530		1986										8/6/14	863000	http://www.redfin.com/CA/Foster-City/30-E-Court-Ln-94404/home/941065				N	Y	37.558582	-122.274811	
Past Sale	Single Family Residential	44 W BELLEVUE Ave	San Mateo	CA	94402	2599952	6	4.5	SAN MATEO PARK	4344	20412	1941				Sold				7/28/14	3208023	8/7/14	2601001	http://www.redfin.com/CA/San-Mateo/44-W-Bellevue-Ave-94402/home/698755	MLSListings Inc. (MLSLI)	81421335	Coldwell Banker-Burlingame	N	Y	37.570389	-122.339195	FALSE
Past Sale	Condo/Coop	35 9TH Ave #2	San Mateo	CA	94401	800000	2	2	San Mateo	1819	21316	1982				Sold					800000	8/7/14	820000	http://www.redfin.com/CA/San-Mateo/35-9th-Ave-94401/unit-2/home/976502	MLSListings Inc. (MLSLI)	81424642	KW Peninsula Estates	N	Y	37.560326	-122.3209	FALSE
Past Sale	Single Family Residential	945 S Idaho St	San Mateo	CA	94402		1	1	94402	790		1922										8/6/14	735000	http://www.redfin.com/CA/San-Mateo/945-S-Idaho-St-94402/home/1822398				N	Y	37.565536	-122.309845	
Past Sale	Condo/Coop	1 BALDWIN Ave #911	San Mateo	CA	94401	485000	2	2	The Peninsula Regent	1140	86325	1988	1	Garage		Sold				6/16/14	499000	8/6/14	450000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-911/home/980539	MLSListings Inc. (MLSLI)	81405626	Coldwell Banker	N	Y	37.566093	-122.327995	FALSE
Past Sale	Single Family Residential	1701 Dale Ave	San Mateo	CA	94401		3	1	94401	1210		1951										8/5/14	780000	http://www.redfin.com/CA/San-Mateo/1701-Dale-Ave-94401/home/1358688				N	Y	37.568405	-122.302155	
Past Sale	Condo/Coop	814 N Delaware St Apt 302	San Mateo	CA	94401		0	1	94401	504		1965										8/5/14	340000	http://www.redfin.com/CA/San-Mateo/814-N-Delaware-St-94401/unit-302/home/17308728				N	Y	37.563377	-122.316383	
Past Sale	Townhouse	1615 MARINA Ct Unit D	San Mateo	CA	94403	489000	3	1.5	San Mateo	1054	173093	1961	1	Garage		Sold					489000	8/6/14	575000	http://www.redfin.com/CA/San-Mateo/1615-Marina-Ct-94403/unit-D/home/1811047	MLSListings Inc. (MLSLI)	81427242	Coldwell Banker Los Altos	N	Y	37.551739	-122.287231	FALSE
Past Sale	Single Family Residential	29 N DELAWARE St	San Mateo	CA	94401	565000	3	2	San Mateo	1400	4107	1906				Sold					565000	8/5/14	540000	http://www.redfin.com/CA/San-Mateo/29-N-Delaware-St-94401/home/1987443	MLSListings Inc. (MLSLI)	81423749	"Nu Level Realty, Inc."	N	Y	37.570286	-122.323929	FALSE
Past Sale	Condo/Coop	860 MERIDIAN BAY Ln #142	Foster City	CA	94404	699000	2	2	Foster City	1350	206123	1999	1	Garage		Sold					699000	8/5/14	750000	http://www.redfin.com/CA/Foster-City/860-Meridian-Bay-Ln-94404/unit-142/home/1064396	MLSListings Inc. (MLSLI)	81426168	Green Banker Realty	N	Y	37.554264	-122.2789	FALSE
Past Sale	Condo/Coop	1919 ALAMEDA DE LAS PULGAS #123	San Mateo	CA	94403	428000	1	1	San Mateo	692	131328	1974	1	Garage		Sold					428000	8/5/14	428000	http://www.redfin.com/CA/San-Mateo/1919-Alameda-De-Las-Pulgas-94403/unit-123/home/2054623	MLSListings Inc. (MLSLI)	81425862	"Comax Realty, Inc."	N	Y	37.546494	-122.321114	FALSE
Past Sale	Single Family Residential	437 WISNOM Ave	San Mateo	CA	94401	849000	2	1	San Mateo	1040	3840	1922	1	Garage		Sold					849000	8/2/14	870000	http://www.redfin.com/CA/San-Mateo/437-Wisnom-Ave-94401/home/2049322	MLSListings Inc. (MLSLI)	81424571	Coldwell Banker-Burlingame	N	Y	37.570812	-122.336082	FALSE
Past Sale	Condo/Coop	848 BALBOA Ln	Foster City	CA	94404	838888	2	2	Foster City	1395	305463	1975				Sold					838888	8/2/14	860000	http://www.redfin.com/CA/Foster-City/848-Balboa-Ln-94404/unit-55/home/1839018	MLSListings Inc. (MLSLI)	81428003	Hometown Realty A Janet Pepe Davis Agency	N	Y	37.552822	-122.270836	FALSE
Past Sale	Townhouse	2001 Alameda De Las Pulgas #176	San Mateo	CA	94403	625000	3	2	The Gardens	1292	60687	1974	1	Garage		Sold					625000	8/3/14	610000	http://www.redfin.com/CA/San-Mateo/2001-Alameda-De-Las-Pulgas-94403/unit-176/home/1206040/ebrd-40662041	East Bay Regional Data (EBRD)	40662041	Legacy Real Estate & Assoc.	N	Y	37.54665	-122.320091	FALSE
Past Sale	Condo/Coop	815 SEA SPRAY Ln #302	Foster City	CA	94404	798000	2	2	Foster City	1500	435600	1981	1	Garage		Sold					798000	8/4/14	780000	http://www.redfin.com/CA/Foster-City/815-Sea-Spray-Ln-94404/unit-302/home/1911736	MLSListings Inc. (MLSLI)	81423592	Frontier West Props.	N	Y	37.55323	-122.281235	FALSE
Past Sale	Single Family Residential	1200 Birch Ave	San Mateo	CA	94402		3	1	94402	1250		1948										8/1/14	670000	http://www.redfin.com/CA/San-Mateo/1200-Birch-Ave-94402/home/718548				N	Y	37.56292	-122.308105	
Past Sale	Single Family Residential	1103 Forrestal Ln	Foster City	CA	94404		4	2.5	94404	1880		1975										7/31/14	975000	http://www.redfin.com/CA/Foster-City/1103-Forrestal-Ln-94404/home/1975392				N	Y	37.548382	-122.263702	
Past Sale	Single Family Residential	1202 S Claremont St	San Mateo	CA	94402		2	1	94402	830		1949										7/31/14	776000	http://www.redfin.com/CA/San-Mateo/1202-S-Claremont-St-94402/home/1024487				N	Y	37.559151	-122.312988	
Past Sale	Condo/Coop	2041 Vista Del Mar #2	San Mateo	CA	94404		2	2	94404	1070		1984										7/31/14	670000	http://www.redfin.com/CA/San-Mateo/2041-Vista-Del-Mar-94404/unit-2/home/979338				N	Y	37.553986	-122.288055	
Past Sale	Single Family Residential	527 MAPLE St	San Mateo	CA	94402	1295000	3	2.5	San Mateo	1840	2880	1966	1	Garage		Sold					1295000	8/1/14	1350000	http://www.redfin.com/CA/San-Mateo/527-Maple-St-94402/home/1219087	MLSListings Inc. (MLSLI)	81425533	Alain Pinel Realtors	N	Y	37.559235	-122.326706	FALSE
Past Sale	Condo/Coop	711 S Bayshore Blvd Apt 8	San Mateo	CA	94401		2	1	94401	740		1984										7/30/14	380000	http://www.redfin.com/CA/San-Mateo/711-S-Bayshore-Blvd-94401/unit-8/home/1447432				N	Y	37.568439	-122.310371	
Past Sale	Single Family Residential	2079 POLK Ave	San Mateo	CA	94403	819000	3	2	San Mateo	1300	6000	1955	1	Garage		Sold					819000	7/31/14	850000	http://www.redfin.com/CA/San-Mateo/2079-Polk-Ave-94403/home/1897350	MLSListings Inc. (MLSLI)	81426755	Sereno Group	N	Y	37.56506	-122.294586	FALSE
Past Sale	Condo/Coop	710 Mariners Island Blvd #202	San Mateo	CA	94404	380000	1	1	San Mateo	863		1968	1	Garage		Sold				6/19/14	405000	7/30/14	370000	http://www.redfin.com/CA/San-Mateo/710-Mariners-Island-Blvd-94404/unit-202/home/1400655/sfarmls-420173	San Francisco Association of Realtors (SFARMLS)	420173	Redfin	N	Y	37.563515	-122.285957	FALSE
