SALE TYPE	HOME TYPE	ADDRESS	CITY	STATE	ZIP	LIST PRICE	BEDS	BATHS	LOCATION	SQFT	LOT SIZE	YEAR BUILT	PARKING SPOTS	PARKING TYPE	DAYS ON MARKET	STATUS	NEXT OPEN HOUSE DATE	NEXT OPEN HOUSE START TIME	NEXT OPEN HOUSE END TIME	RECENT REDUCTION DATE	ORIGINAL LIST PRICE	LAST SALE DATE	LAST SALE PRICE	URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING)	SOURCE	LISTING ID	ORIGINAL SOURCE	FAVORITE	INTERESTED	LATITUDE	LONGITUDE	IS SHORT SALE
Past Sale	Townhouse	1515 Day Ave Unit F	San Mateo	CA	94403	499000	3	2	San Mateo	1054		1961	1			Sold					499000	6/24/14	575000	http://www.redfin.com/CA/San-Mateo/1515F-Day-Ave-94403/unit-F/home/968323/sfarmls-420175	San Francisco Association of Realtors (SFARMLS)	420175	Redfin	N	Y	37.551739	-122.287231	FALSE
Past Sale	Single Family Residential	1005 WOODLAND Dr	Hillsborough	CA	94010	2400000	3	2.5	Hillsborough	2690	21750	1967	1	Garage		Sold					2400000	6/24/14	2703000	http://www.redfin.com/CA/Hillsborough/1005-Woodland-Dr-94010/home/1658643	MLSListings Inc. (MLSLI)	81419272	Intero Real Estate Services	N	Y	37.549675	-122.33149	FALSE
Past Sale	Condo/Coop	838 BALBOA Ln	Foster City	CA	94404	849950	2	2	Islands	1490	305463	1975	1	Garage		Sold					849950	6/24/14	900000	http://www.redfin.com/CA/Foster-City/838-Balboa-Ln-94404/unit-63/home/1884257	MLSListings Inc. (MLSLI)	81419086	Alain Pinel Realtors	N	Y	37.552822	-122.270836	FALSE
Past Sale	Condo/Coop	30 MOUNDS Rd #202	San Mateo	CA	94402	599000	2	2	Mounds	1352	18547	1979	1	Garage		Sold					599000	6/22/14	605000	http://www.redfin.com/CA/San-Mateo/30-Mounds-Rd-94402/unit-202/home/1917852	MLSListings Inc. (MLSLI)	81420244	Coldwell Banker-Burlingame	N	Y	37.567429	-122.33287	FALSE
Past Sale	Townhouse	1705 PALM Ave #9	San Mateo	CA	94402	749000	2	2.5	San Mateo	1292	20012	2007	1	Garage		Sold					749000	6/22/14	750000	http://www.redfin.com/CA/San-Mateo/1705-Palm-Ave-94402/unit-9/home/17307267	MLSListings Inc. (MLSLI)	81420915	SC Properties	N	Y	37.553223	-122.312248	FALSE
Past Sale	Single Family Residential	1823 Bahia St	San Mateo	CA	94403		3	2	94403	1340		1960										6/20/14	770000	http://www.redfin.com/CA/San-Mateo/1823-Bahia-St-94403/home/744681				N	Y	37.543465	-122.280602	
Past Sale	Condo/Coop	651 Port Dr Apt 102	San Mateo	CA	94404		2	2	94404	1121		1982										6/20/14	580000	http://www.redfin.com/CA/San-Mateo/651-Port-Dr-94404/unit-102/home/1103034				N	Y	37.569077	-122.288361	
Past Sale	Single Family Residential	978 E Grant Pl	San Mateo	CA	94402		3	1	94402	1390		1939										6/20/14	982000	http://www.redfin.com/CA/San-Mateo/978-E-Grant-Pl-94402/home/718440				N	Y	37.563511	-122.309906	
Past Sale	Single Family Residential	31 Avila Rd	San Mateo	CA	94402		3	2	94402	1870		1936										6/20/14	1545000	http://www.redfin.com/CA/San-Mateo/31-Avila-Rd-94402/home/1946393				N	Y	37.555832	-122.320107	
Past Sale	Condo/Coop	710 Mariners Island Blvd Apt 210	San Mateo	CA	94404		2	2	94404	986		1968										6/20/14	635000	http://www.redfin.com/CA/San-Mateo/710-Mariners-Island-Blvd-94404/unit-210/home/965399				N	Y	37.563515	-122.285957	
Past Sale	Single Family Residential	848 Arcturus Cir	Foster City	CA	94404		5	3	94404	2370		1969										6/19/14	1650000	http://www.redfin.com/CA/Foster-City/848-Arcturus-Cir-94404/home/936351				N	Y	37.547073	-122.276573	
Past Sale	Condo/Coop	1067 Shell Blvd Apt 8	Foster City	CA	94404		3	2	94404	1288		1973										6/19/14	723000	http://www.redfin.com/CA/Foster-City/1067-Shell-Blvd-94404/unit-8/home/1787121				N	Y	37.54982	-122.263191	
Past Sale	Single Family Residential	659 Joanne Dr	San Mateo	CA	94402		3	2	94402	1400		1955										6/18/14	868000	http://www.redfin.com/CA/San-Mateo/659-Joanne-Dr-94402/home/1925516				N	Y	37.558266	-122.306519	
Past Sale	Condo/Coop	2216 ADMIRALTY Ln	Foster City	CA	94404	524888	3	2.5	Foster City	1505	432988	1965	1	Garage		Sold					524888	6/20/14	570000	http://www.redfin.com/CA/Foster-City/2216-Admiralty-Ln-94404/home/999794	MLSListings Inc. (MLSLI)	81420149	Better Homes and Gardens Real Estate J.F. Finnegan	N	Y	37.56144	-122.267227	FALSE
Past Sale	Single Family Residential	978 SHOAL Dr	San Mateo	CA	94404	829950	3	2.5	San Mateo	1570	2366	1974				Sold					825000	6/18/14	850000	http://www.redfin.com/CA/San-Mateo/978-Shoal-Dr-94404/home/1800991	MLSListings Inc. (MLSLI)	81419096	"CORNERSTONE, REALTORS"	N	Y	37.561424	-122.289734	FALSE
Past Sale	Single Family Residential	147 Flying Cloud Isle	Foster City	CA	94404		3	2	94404	1880		1964										6/17/14	944000	http://www.redfin.com/CA/Foster-City/147-Flying-Cloud-Isle-94404/home/1557628				N	Y	37.565392	-122.263306	
Past Sale	Single Family Residential	25 Ericson Rd	San Mateo	CA	94402		3	2	94402	2060		1947										6/17/14	1455000	http://www.redfin.com/CA/San-Mateo/25-Ericson-Rd-94402/home/702900				N	Y	37.568005	-122.334793	
Past Sale	Single Family Residential	820 Vespucci Ln	Foster City	CA	94404		4	2.5	94404	2760		1977										6/17/14	1860000	http://www.redfin.com/CA/Foster-City/820-Vespucci-Ln-94404/home/1399669				N	Y	37.547749	-122.269508	
Past Sale	Single Family Residential	442 HURLINGHAM Ave	San Mateo	CA	94402	1629000	3	2	San Mateo	2120	9900	1914	1	Garage		Sold					1629	6/17/14	1560000	http://www.redfin.com/CA/San-Mateo/442-Hurlingham-Ave-94402/home/1266231	MLSListings Inc. (MLSLI)	81418776	Alain Pinel Realtors	N	Y	37.569656	-122.339081	FALSE
Past Sale	Condo/Coop	1 Baldwin Ave Apt 409	San Mateo	CA	94401		2	2	94401	1200		1988										6/16/14	685000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-409/home/1804915				N	Y	37.566093	-122.327995	
Past Sale	Single Family Residential	911 E 5th Ave	San Mateo	CA	94402		3	2	94402	1150		1907										6/16/14	420000	http://www.redfin.com/CA/San-Mateo/911-E-5th-Ave-94402/home/704432				N	Y	37.568054	-122.315704	
Past Sale	Single Family Residential	959 DE LEON Ln	Foster City	CA	94404	1275000	4	2.5	Bayporte	2760	3240	1975	1	Garage		Sold					1275000	6/14/14	1245000	http://www.redfin.com/CA/Foster-City/959-De-Leon-Ln-94404/home/1679343	MLSListings Inc. (MLSLI)	81416123	Keller Williams Realty-Silicon Valley	N	Y	37.551346	-122.26973	FALSE
Past Sale	Condo/Coop	1041 Shell Blvd Apt 3	Foster City	CA	94404		2	2	94404	994		1972										6/13/14	558000	http://www.redfin.com/CA/Foster-City/1041-Shell-Blvd-94404/unit-3/home/1084620				N	Y	37.54982	-122.263191	
Past Sale	Single Family Residential	1541 Church Ave	San Mateo	CA	94401		3	2	94401	1010		1955										6/13/14	735000	http://www.redfin.com/CA/San-Mateo/1541-Church-Ave-94401/home/720010				N	Y	37.564686	-122.301086	
Past Sale	Single Family Residential	1520 Dix St	San Mateo	CA	94401		3	2	94401	1520		1954										6/13/14	810000	http://www.redfin.com/CA/San-Mateo/1520-Dix-St-94401/home/1283568				N	Y	37.562588	-122.301872	
Past Sale	Condo/Coop	1017 Shell Blvd Apt 4	Foster City	CA	94404		3	2	94404	1242		1973										6/13/14	725000	http://www.redfin.com/CA/Foster-City/1017-Shell-Blvd-94404/unit-4/home/2047088				N	Y	37.54982	-122.263191	
Past Sale	Single Family Residential	161 GRAMERCY Dr	San Mateo	CA	94402	1549000	4	3.5	San Mateo	2090	6784	1948	1	Garage		Sold					1549000	6/15/14	1545000	http://www.redfin.com/CA/San-Mateo/161-Gramercy-Dr-94402/home/1504257	MLSListings Inc. (MLSLI)	81415218	Coldwell Banker	N	Y	37.566681	-122.334267	FALSE
Past Sale	Single Family Residential	405 Severn Ln	Hillsborough	CA	94010		4	4	94010	4150		1955										6/12/14	4660000	http://www.redfin.com/CA/Hillsborough/405-Severn-Ln-94010/home/2014121				N	Y	37.565884	-122.337196	
Past Sale	Single Family Residential	1014 Haddon Dr	San Mateo	CA	94402		3	1	94402	1180		1947										6/12/14	810000	http://www.redfin.com/CA/San-Mateo/1014-Haddon-Dr-94402/home/721982				N	Y	37.560036	-122.303802	
Past Sale	Condo/Coop	1951 Ofarrell St Apt 313	San Mateo	CA	94403		2	2	94403	1143		1997										6/12/14	646000	http://www.redfin.com/CA/San-Mateo/1951-Ofarrell-St-94403/unit-313/home/1093303				N	Y	37.547832	-122.314056	
Past Sale	Single Family Residential	2054 Harrison Ave	San Mateo	CA	94403		3	2	94403	1540		1955										6/12/14	900000	http://www.redfin.com/CA/San-Mateo/2054-Harrison-Ave-94403/home/2036871				N	Y	37.563274	-122.295303	
Past Sale	Single Family Residential	115 ERICSON Rd	Hillsborough	CA	94010	3100000	4	3.5	Hillsborough	3060	12906	1917	1	Garage		Sold					3100000	6/13/14	3000000	http://www.redfin.com/CA/Hillsborough/115-Ericson-Rd-94010/home/1800644	MLSListings Inc. (MLSLI)	81419253	Property Services	N	Y	37.566235	-122.335823	FALSE
Past Sale	Townhouse	5211 Admiralty Ln	Foster City	CA	94404		2	1.5	94404	998		1965										6/11/14	292000	http://www.redfin.com/CA/Foster-City/5211-Admiralty-Ln-94404/home/1839953				N	Y	37.56144	-122.267227	
Past Sale	Condo/Coop	1 Baldwin Ave Apt 615	San Mateo	CA	94401		1	1	94401	800		1988										6/11/14	350000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-615/home/1053455				N	Y	37.566093	-122.327995	
Past Sale	Condo/Coop	1919 Alameda De Las Pulgas Apt 101	San Mateo	CA	94403		2	2	94403	1024		1974										6/11/14	582000	http://www.redfin.com/CA/San-Mateo/1919-Alameda-De-Las-Pulgas-94403/unit-101/home/1867010				N	Y	37.546494	-122.321114	
Past Sale	Condo/Coop	927 SHORELINE Dr	San Mateo	CA	94404	895000	3	2	Harbortown	1570	71430	1979	1	Garage		Sold					895000	6/12/14	910000	http://www.redfin.com/CA/San-Mateo/927-Shoreline-Dr-94404/unit-25-2-8/home/1447317	MLSListings Inc. (MLSLI)	81419234	Coldwell Banker	N	Y	37.558327	-122.288971	FALSE
Past Sale	Condo/Coop	1951 Ofarrell St Apt 311	San Mateo	CA	94403		2	2	94403	1143		1997										6/10/14	640000	http://www.redfin.com/CA/San-Mateo/1951-Ofarrell-St-94403/unit-311/home/967444				N	Y	37.547832	-122.314056	
Past Sale	Single Family Residential	1786 S Norfolk St	San Mateo	CA	94403		3	2	94403	1680		1954										6/10/14	718000	http://www.redfin.com/CA/San-Mateo/1786-S-Norfolk-St-94403/home/1855843				N	Y	37.557049	-122.295448	
Past Sale	Condo/Coop	320 Elm St Apt 106	San Mateo	CA	94401		2	2	94401	1348		1982										6/10/14	650000	http://www.redfin.com/CA/San-Mateo/320-Elm-St-94401/unit-106/home/1954222				N	Y	37.570843	-122.332367	
Past Sale	Condo/Coop	4140 George Ave Apt 8	San Mateo	CA	94403		2	2	94403	1128		1965										6/10/14	570000	http://www.redfin.com/CA/San-Mateo/4140-George-Ave-94403/unit-8/home/1428040				N	Y	37.544621	-122.308289	
Past Sale	Single Family Residential	1733 Pierce St	San Mateo	CA	94403		3	2	94403	1300		1954										6/10/14	850000	http://www.redfin.com/CA/San-Mateo/1733-Pierce-St-94403/home/724537				N	Y	37.558231	-122.29808	
Past Sale	Single Family Residential	1626 Borden St	San Mateo	CA	94403		4	3	94403	1970		1955										6/9/14	927000	http://www.redfin.com/CA/San-Mateo/1626-Borden-St-94403/home/2029351				N	Y	37.562393	-122.295975	
Past Sale	Townhouse	1103 S Hummingbird Ln #50 (Unable to map)	San Mateo	CA	94402		2	2.5	94402	1531		2012										6/9/14	885000	http://www.redfin.com/CA/San-Mateo/1103-S-Hummingbird-Ln-94402/unit-50/home/51671558				N	Y	37.5612	-122.3081	
Past Sale	Condo/Coop	1595 Lago St #1	San Mateo	CA	94403	479888	2	1	San Mateo	899		1959	1			Sold					479888	6/11/14	540000	http://www.redfin.com/CA/San-Mateo/1595-Lago-St-94403/unit-1/home/975941	San Francisco Association of Realtors (SFARMLS)	418637	Alain Pinel Realtors	N	Y	37.545071	-122.280304	FALSE
Past Sale	Condo/Coop	814 N DELAWARE St #411	San Mateo	CA	94401	319000	0	1	Woodlake	473	1114920	1965	1	Garage		Sold					319000	6/10/14	307500	http://www.redfin.com/CA/San-Mateo/814-N-Delaware-St-94401/unit-411/home/17308734	MLSListings Inc. (MLSLI)	81417152	Realty World Peninsula	N	Y	37.563377	-122.316383	FALSE
Past Sale	Condo/Coop	601 Laurel Ave Apt 202	San Mateo	CA	94401		2	2	94401	1280		1992										6/9/14	620000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-202/home/1309982				N	Y	37.562622	-122.320808	
Past Sale	Single Family Residential	831 Peary Ln	Foster City	CA	94404		3	2.5	94404	1340		1973										6/4/14	207500	http://www.redfin.com/CA/Foster-City/831-Peary-Ln-94404/home/1156264				N	Y	37.548542	-122.267143	
Past Sale	Condo/Coop	844 Balboa Ln #64	Foster City	CA	94404		2	2	94404	1490		1975										6/4/14	700000	http://www.redfin.com/CA/Foster-City/844-Balboa-Ln-94404/unit-64/home/1252689				N	Y	37.552822	-122.270836	
Past Sale	Single Family Residential	732 E 16th Ave	San Mateo	CA	94402		2	1.5	94402	900		1946										6/5/14	930000	http://www.redfin.com/CA/San-Mateo/732-E-16th-Ave-94402/home/1998817				N	Y	37.559185	-122.306305	
Past Sale	Condo/Coop	58 N El Camino Real Apt 306	San Mateo	CA	94401		1	1.5	94401	1175		1979										6/5/14	581000	http://www.redfin.com/CA/San-Mateo/58-N-El-Camino-Real-94401/unit-306/home/1392018				N	Y	37.566662	-122.328705	
Past Sale	Condo/Coop	218 Tilton Ave #205	San Mateo	CA	94401		2	2	94401	1180		1978										6/5/14	564000	http://www.redfin.com/CA/San-Mateo/218-Tilton-Ave-94401/unit-205/home/2049850				N	Y	37.568459	-122.327362	
Past Sale	Single Family Residential	426 Highland Ave	San Mateo	CA	94401		2	1	94401	1060		1925										6/5/14	1225000	http://www.redfin.com/CA/San-Mateo/426-Highland-Ave-94401/home/1229278				N	Y	37.571583	-122.33493	
Past Sale	Single Family Residential	307 Engle Rd	San Mateo	CA	94402		2	1	94402	1270		1913										6/5/14	1476000	http://www.redfin.com/CA/San-Mateo/307-Engle-Rd-94402/home/1548855				N	Y	37.568829	-122.335823	
Past Sale	Single Family Residential	1841 ROYAL Ave	San Mateo	CA	94401	735800	3	2	San Mateo	1080	5304	1955	1	Garage		Sold					735800	6/5/14	765000	http://www.redfin.com/CA/San-Mateo/1841-Royal-Ave-94401/home/2044197	MLSListings Inc. (MLSLI)	81418010	Better Homes and Gardens Real Estate J.F. Finnegan	N	Y	37.567097	-122.299042	FALSE
Past Sale	Single Family Residential	1701 CELESTE Dr	San Mateo	CA	94402	879000	4	2	San Mateo	1540	4998	1956	1	Garage		Sold					879000	6/6/14	1085000	http://www.redfin.com/CA/San-Mateo/1701-Celeste-Dr-94402/home/2036879	MLSListings Inc. (MLSLI)	81418126	Marshall Realty	N	Y	37.556889	-122.30442	FALSE
Past Sale	Single Family Residential	927 S Delaware St	San Mateo	CA	94402		1	1	94402	610		1929										6/3/14	400500	http://www.redfin.com/CA/San-Mateo/927-S-Delaware-St-94402/home/706654				N	Y	37.562695	-122.314812	
Past Sale	Condo/Coop	55 W 20th Ave Apt 210	San Mateo	CA	94403		2	2	94403	1252		1982										6/3/14	650000	http://www.redfin.com/CA/San-Mateo/55-W-20th-Ave-94403/unit-210/home/966548				N	Y	37.546963	-122.31115	
Past Sale	Single Family Residential	920 LAGUNA Cir	Foster City	CA	94404	998000	3	2	Foster City	1720	5916	1969	1	Garage		Sold					998000	6/3/14	1305000	http://www.redfin.com/CA/Foster-City/920-Laguna-Cir-94404/home/938669	MLSListings Inc. (MLSLI)	81418921	Keller Williams San Carlos	N	Y	37.543903	-122.273483	FALSE
Past Sale	Condo/Coop	425 N EL CAMINO REAL #410	San Mateo	CA	94401	595000	2	2	San Mateo	1449	39442	1981				Sold					595000	5/31/14	710000	http://www.redfin.com/CA/San-Mateo/425-N-El-Camino-Real-94401/unit-410/home/1114746	MLSListings Inc. (MLSLI)	81417390	Coldwell Banker-Burlingame	N	Y	37.570084	-122.336441	FALSE
Past Sale	Condo/Coop	3001 LOS PRADOS St #104	San Mateo	CA	94403	398000	2	2	San Mateo	950	58815	1963	1	Garage		Sold					398000	5/31/14	450000	http://www.redfin.com/CA/San-Mateo/3001-Los-Prados-St-94403/unit-104/home/1818872	MLSListings Inc. (MLSLI)	81417420	Andersen Jung & Co	N	Y	37.545265	-122.282982	FALSE
Past Sale	Condo/Coop	465 FATHOM Dr #210	San Mateo	CA	94404	488000	1	1	San Mateo	975	25067	1978	1	Garage		Sold					488000	6/2/14	480000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-210/home/1537702	MLSListings Inc. (MLSLI)	81414894	Keller Williams Realty - Cupertino	N	Y	37.568241	-122.285378	FALSE
Past Sale	Townhouse	828 PEARY Ln	Foster City	CA	94404	868000	3	2.5	Foster City	1340	1963	1974				Sold					868000	6/1/14	920000	http://www.redfin.com/CA/Foster-City/828-Peary-Ln-94404/home/937408	MLSListings Inc. (MLSLI)	81415821	Coldwell Banker-PA Downtown	N	Y	37.547489	-122.268311	FALSE
Past Sale	Single Family Residential	903 Tournament Dr	Hillsborough	CA	94010		4	2.5	94010	3190		1976										5/30/14	3080000	http://www.redfin.com/CA/Hillsborough/903-Tournament-Dr-94010/home/1582335				N	Y	37.545761	-122.336891	
Past Sale	Single Family Residential	1785 Van Buren St	San Mateo	CA	94403		3	2	94403	1295		1955										5/30/14	798000	http://www.redfin.com/CA/San-Mateo/1785-Van-Buren-St-94403/home/1442671				N	Y	37.565235	-122.296791	
Past Sale	Single Family Residential	740 Kathryne Ave	San Mateo	CA	94401		3	2	94401	1696		1949										5/30/14	375000	http://www.redfin.com/CA/San-Mateo/740-Kathryne-Ave-94401/home/709276				N	Y	37.57222	-122.304924	
Past Sale	Single Family Residential	560 Fathom Dr	San Mateo	CA	94404		2	2	94404	1540		1968										5/30/14	720000	http://www.redfin.com/CA/San-Mateo/560-Fathom-Dr-94404/home/1978958				N	Y	37.56575	-122.285019	
Past Sale	Single Family Residential	1697 Eisenhower St	San Mateo	CA	94403		3	2	94403	1770		1958										5/30/14	830000	http://www.redfin.com/CA/San-Mateo/1697-Eisenhower-St-94403/home/1897412				N	Y	37.560326	-122.296646	
Past Sale	Condo/Coop	1 Baldwin Ave Apt 506	San Mateo	CA	94401		1	1	94401	930		1988										5/30/14	455000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-506/home/982780				N	Y	37.566093	-122.327995	
Past Sale	Townhouse	817 SPRUANCE Ln	Foster City	CA	94404	912500	3	2.5	Foster City	1700	2000	1975	1	Garage		Sold					912500	5/30/14	912500	http://www.redfin.com/CA/Foster-City/817-Spruance-Ln-94404/home/1794734	MLSListings Inc. (MLSLI)	81419109	Coldwell Banker	N	Y	37.547974	-122.263763	FALSE
Past Sale	Single Family Residential	140 N Claremont St	San Mateo	CA	94401		2	1	94401	970		1902										5/29/14	690000	http://www.redfin.com/CA/San-Mateo/140-N-Claremont-St-94401/home/1918994				N	Y	37.571434	-122.325714	
Past Sale	Condo/Coop	249 Elm St #104	San Mateo	CA	94401	539000	2	2	San Mateo	1060		1975	2			Sold					539000	5/30/14	560000	http://www.redfin.com/CA/San-Mateo/249-Elm-St-94401/unit-4/home/1481862/sfarmls-418988	San Francisco Association of Realtors (SFARMLS)	418988		N	Y	37.569767	-122.332283	FALSE
Past Sale	Townhouse	750 Pinta Ln	Foster City	CA	94404		3	2.5	94404	1610		1970										5/29/14	952000	http://www.redfin.com/CA/Foster-City/750-Pinta-Ln-94404/home/1899025				N	Y	37.560909	-122.262985	
Past Sale	Single Family Residential	936 Constitution Dr	Foster City	CA	94404		4	2	94404	1700		1964										5/29/14	1256000	http://www.redfin.com/CA/Foster-City/936-Constitution-Dr-94404/home/1156079				N	Y	37.557343	-122.259529	
Past Sale	Condo/Coop	26 W 4TH Ave #4	San Mateo	CA	94402	875000	2	2	Baywood	1725	24000	1920	1	Garage		Sold					875000	5/30/14	875000	http://www.redfin.com/CA/San-Mateo/26-W-4th-Ave-94402/unit-4/home/977552	MLSListings Inc. (MLSLI)	81418960	Alain Pinel Realtors	N	Y	37.561932	-122.32618	FALSE
Past Sale	Single Family Residential	300 RANELAGH Rd	Hillsborough	CA	94010	2649000	4	3.5	Hillsborough	2950	18750	1953	1	Garage		Sold					2649000	5/29/14	2852000	http://www.redfin.com/CA/Hillsborough/300-Ranelagh-Rd-94010/home/700069	MLSListings Inc. (MLSLI)	81417371	"Clay Herman Realtor, Inc."	N	Y	37.565205	-122.333687	FALSE
Past Sale	Condo/Coop	10 Crystal Springs Rd Unit 2212	San Mateo	CA	94402		1	1	94402	648		2008										5/28/14	525000	http://www.redfin.com/CA/San-Mateo/10-Crystal-Springs-Rd-94402/unit-2212/home/17307366				N	Y	37.564466	-122.328103	
Past Sale	Condo/Coop	820 N DELAWARE St #305	San Mateo	CA	94401	550000	2	1	San Mateo	983	1114920	1965				Sold					550000	5/28/14	630000	http://www.redfin.com/CA/San-Mateo/820-N-Delaware-St-94401/unit-305/home/17308514	MLSListings Inc. (MLSLI)	81417107	KW Peninsula Estates	N	Y	37.563278	-122.316093	FALSE
Past Sale	Single Family Residential	1532 Dale Ave	San Mateo	CA	94401		3	1	94401	1000		1951										4/25/14	755000	http://www.redfin.com/CA/San-Mateo/1532-Dale-Ave-94401/home/1814915				N	Y	37.567131	-122.303505	
Past Sale	Condo/Coop	780 Sea Spray Ln Apt 108	Foster City	CA	94404		2	2	94404	1235		1983										4/25/14	600000	http://www.redfin.com/CA/Foster-City/780-Sea-Spray-Ln-94404/unit-108/home/977318				N	Y	37.552032	-122.281082	
Past Sale	Single Family Residential	308 Sonora Dr	San Mateo	CA	94402		4	3	94402	2480		1951										4/25/14	2250000	http://www.redfin.com/CA/San-Mateo/308-Sonora-Dr-94402/home/712813				N	Y	37.555687	-122.326187	
Past Sale	Townhouse	881 Cabot Ln	Foster City	CA	94404		3	2.5	94404	1640		1973										4/25/14	932000	http://www.redfin.com/CA/Foster-City/881-Cabot-Ln-94404/home/1569081				N	Y	37.54985	-122.266953	
Past Sale	Condo/Coop	820 N Delaware St Apt 202	San Mateo	CA	94401		1	1	94401	758		1965										4/25/14	418000	http://www.redfin.com/CA/San-Mateo/820-N-Delaware-St-94401/unit-202/home/17308518				N	Y	37.563278	-122.316093	
Past Sale	Single Family Residential	236 Amherst Ave	San Mateo	CA	94402		4	2.5	94402	2420		1930										4/25/14	1770000	http://www.redfin.com/CA/San-Mateo/236-Amherst-Ave-94402/home/1229449				N	Y	37.557743	-122.332077	
Past Sale	Single Family Residential	1755 KLAMATH Ave	San Mateo	CA	94403	639000	3	1.5	San Mateo	1110	5000	1955				Sold					639000	4/27/14	810000	http://www.redfin.com/CA/San-Mateo/1755-Klamath-Ave-94403/home/1642094	MLSListings Inc. (MLSLI)	81413942	Stanford Property	N	Y	37.562996	-122.294632	FALSE
Past Sale	Condo/Coop	1057 SHELL Blvd #2	Foster City	CA	94404	565000	2	2	Foster City	994	272190	1972	1	Garage		Sold					565000	4/27/14	625000	http://www.redfin.com/CA/Foster-City/1057-Shell-Blvd-94404/unit-2/home/1216302	MLSListings Inc. (MLSLI)	81413853	Coldwell Banker	N	Y	37.54982	-122.263191	FALSE
Past Sale	Townhouse	141 E COURT Ln	Foster City	CA	94404	699000	2	2	Foster City	1230	960	1986	1	Garage		Sold					699000	4/28/14	710000	http://www.redfin.com/CA/Foster-City/141-E-Court-Ln-94404/home/939771	MLSListings Inc. (MLSLI)	81411802	Coldwell Banker The Professional Group	N	Y	37.559135	-122.273552	FALSE
Past Sale	Townhouse	701 Foster City Blvd	Foster City	CA	94404		2	2.5	94404	1340		1987										5/23/14	750000	http://www.redfin.com/CA/Foster-City/701-Foster-City-Blvd-94404/home/1030712				N	Y	37.559799	-122.265266	
Past Sale	Condo/Coop	3041 Los Prados St #101	San Mateo	CA	94403		2	2	94403	956		1963										5/23/14	375000	http://www.redfin.com/CA/San-Mateo/3041-Los-Prados-St-94403/unit-101/home/2015567				N	Y	37.545338	-122.282127	
Past Sale	Townhouse	664 Cygnus Ln	Foster City	CA	94404		2	1.5	94404	1320		1972										5/23/14	750000	http://www.redfin.com/CA/Foster-City/664-Cygnus-Ln-94404/home/1883053				N	Y	37.550343	-122.278046	
Past Sale	Single Family Residential	41 Baywood Ave	San Mateo	CA	94402		2	2.5	94402	1890		1975										5/23/14	1500000	http://www.redfin.com/CA/San-Mateo/41-Baywood-Ave-94402/home/1751425				N	Y	37.564262	-122.329231	
Past Sale	Single Family Residential	809 E 16th Ave	San Mateo	CA	94402		3	2	94402	1270		1947										5/23/14	1025000	http://www.redfin.com/CA/San-Mateo/809-E-16th-Ave-94402/home/1740648				N	Y	37.559841	-122.306091	
Past Sale	Single Family Residential	612 CARIBBEAN Way	San Mateo	CA	94402	1798000	4	2	San Mateo	2230	7980	1973	1	Garage		Sold					1798000	5/22/14	1910000	http://www.redfin.com/CA/San-Mateo/612-Caribbean-Way-94402/home/2026687	MLSListings Inc. (MLSLI)	81416962	Coldwell Banker	N	Y	37.54808	-122.325218	FALSE
Past Sale	Townhouse	801 VESPUCCI Ln	Foster City	CA	94404	888000	3	2	Foster City	1580	2733	1974	1	Garage		Sold					888000	5/22/14	950000	http://www.redfin.com/CA/Foster-City/801-Vespucci-Ln-94404/home/1164007	MLSListings Inc. (MLSLI)	81417143	Prudential California Realty	N	Y	37.548649	-122.268852	FALSE
Past Sale	Single Family Residential	612 Fordham Rd	San Mateo	CA	94402		3	3	94402	2430		1951										5/22/14	1775000	http://www.redfin.com/CA/San-Mateo/612-Fordham-Rd-94402/home/710895				N	Y	37.556087	-122.327591	
Past Sale	Single Family Residential	1899 Edinburgh St	San Mateo	CA	94403		2	2	94403	1890		1955										5/21/14	1150000	http://www.redfin.com/CA/San-Mateo/1899-Edinburgh-St-94403/home/1122199				N	Y	37.547268	-122.318382	
Past Sale	Condo/Coop	711 S Bayshore Blvd Apt 16	San Mateo	CA	94401		2	1	94401	750		1984										5/22/14	385000	http://www.redfin.com/CA/San-Mateo/711-S-Bayshore-Blvd-94401/unit-16/home/2010138				N	Y	37.568439	-122.310371	
Past Sale	Townhouse	802 Centaurus Ln	Foster City	CA	94404		3	2.5	94404	1618		1978										5/22/14	875000	http://www.redfin.com/CA/Foster-City/802-Centaurus-Ln-94404/home/1804536				N	Y	37.546574	-122.271855	
Past Sale	Condo/Coop	1017 Shell Blvd Apt 8	Foster City	CA	94404		3	2	94404	1288		1973										5/22/14	678000	http://www.redfin.com/CA/Foster-City/1017-Shell-Blvd-94404/unit-8/home/1755606				N	Y	37.54982	-122.263191	
